AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length
GCF_905331185.2_AI2981v1_cpp,NZ_OW968290.1,plasmid,45322,90448,0.501083495,0.581823989,0.861305908,44943,379,0.861228662,77903.39677,Escherichia coli,10,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital de El Escorial (Madrid),Humans,Escherichia,4862596,0.018600764
GCF_905331185.2_AI2981v1_cpp,NZ_OW968291.1,plasmid,66020,78039,0.845987263,0.581823989,1.45318819,66019,1,1.454026096,113405.3531,Escherichia coli,10,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital de El Escorial (Madrid),Humans,Escherichia,4862596,0.016048835
GCF_905331185.2_AI2981v1_cpp,NZ_OW968292.1,plasmid,46851,58272,0.804005354,0.581823989,1.387345244,45176,1675,1.381870411,80843.38203,Escherichia coli,10,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital de El Escorial (Madrid),Humans,Escherichia,4862596,0.011983722
GCF_905331185.2_AI2981v1_cpp,NZ_OW968293.1,plasmid,31712,4074,7.783996073,0.581823989,13.37090008,31712,0,13.37860972,54473.04694,Escherichia coli,10,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital de El Escorial (Madrid),Humans,Escherichia,4862596,0.000837824
GCF_905331185.2_AI2981v1_cpp,NZ_OW968294.1,plasmid,39972,2442,16.36855037,0.581823989,28.11695297,39972,0,28.13316516,68661.59915,Escherichia coli,10,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital de El Escorial (Madrid),Humans,Escherichia,4862596,0.000502201
GCF_030063985.1_ASM3006398v1,NZ_CP125897.1,chromosome,1318633,2807494,0.469683283,0.469683283,1,1318633,0,1,2807494,Staphylococcus aureus,CHAL4,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2807494,1
GCF_030063985.1_ASM3006398v1,NZ_CP125898.1,plasmid,126202,20460,6.168230694,0.469683283,13.13274479,126201,1,13.13274479,268695.9585,Staphylococcus aureus,CHAL4,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2807494,0.007287638
GCF_002056475.1_ASM205647v1,NZ_CP020108.1,chromosome,5586195,5407749,1.032998203,1.032998203,1,5565363,20832,1,5407749,Klebsiella pneumoniae,AR_0098,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5407749,1
GCF_002056475.1_ASM205647v1,NZ_CP020109.1,plasmid,210926,169952,1.241091602,1.032998203,1.229465124,206423,4503,1.201446042,208950.0568,Klebsiella pneumoniae,AR_0098,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5407749,0.031427494
GCF_002056475.1_ASM205647v1,NZ_CP020110.1,plasmid,105234,73467,1.43239822,1.032998203,1.470772452,96497,8737,1.38664154,108053.2397,Klebsiella pneumoniae,AR_0098,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5407749,0.013585505
GCF_002056475.1_ASM205647v1,NZ_CP020111.1,plasmid,45986,43381,1.06004933,1.032998203,1.042365468,44205,1781,1.026187003,45218.85636,Klebsiella pneumoniae,AR_0098,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5407749,0.008022007
GCF_002056475.1_ASM205647v1,NZ_CP020112.1,plasmid,25468,13841,1.84004046,1.032998203,2.060774756,22011,3457,1.781262014,28523.1834,Klebsiella pneumoniae,AR_0098,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5407749,0.002559475
GCF_009914535.1_ASM991453v1,NZ_CP045806.1,chromosome,986967,5213089,0.189324794,0.189324794,1,985674,1293,1,5213089,Gordonia pseudamarae,BEN371,Terrabacteria group,Actinomycetota,NA,Foam on activated sludge,Human-impacted,Gordonia,5213089,1
GCF_009914535.1_ASM991453v1,NZ_CP045807.1,plasmid,52341,93188,0.561671031,0.189324794,2.975729579,52197,144,2.966706153,277302.288,Gordonia pseudamarae,BEN371,Terrabacteria group,Actinomycetota,NA,Foam on activated sludge,Human-impacted,Gordonia,5213089,0.017875774
GCF_035983595.1_ASM3598359v1,NZ_CP130718.1,chromosome,8005470,10047871,0.79673296,0.79673296,1,7994880,10590,1,10047871,Streptomyces sp. NBC_01334,NBC_01334,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,10047871,1
GCF_035983595.1_ASM3598359v1,NZ_CP130719.1,plasmid,332782,560868,0.593333904,0.79673296,0.752984967,328169,4613,0.744708621,422325.1723,Streptomyces sp. NBC_01334,NBC_01334,Terrabacteria group,Actinomycetota,NA,NA,Unannotated,Streptomyces,10047871,0.055819586
GCF_016726885.1_ASM1672688v1,NZ_CP068104.1,chromosome,22688384,1683901,13.47370421,13.47370421,1,22685318,3066,1,1683901,Pediococcus pentosaceus,FDAARGOS_1134,Terrabacteria group,Bacillota,NA,NA,Unannotated,Pediococcus,1683901,1
GCF_016726885.1_ASM1672688v1,NZ_CP068105.1,plasmid,825768,57485,14.36492998,13.47370421,1.066472073,822328,3440,1.066145564,61306.14711,Pediococcus pentosaceus,FDAARGOS_1134,Terrabacteria group,Bacillota,NA,NA,Unannotated,Pediococcus,1683901,0.034137993
GCF_034424475.1_ASM3442447v1,NZ_CP140003.1,chromosome,6801586,3369756,2.018420918,2.018420918,1,6753311,48275,1,3369756,Acinetobacter johnsonii,HAMBI_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3369756,1
GCF_034424475.1_ASM3442447v1,NZ_CP140004.1,plasmid,268793,128977,2.084038239,2.018420918,1.072465748,259326,9467,1.032509236,138323.4148,Acinetobacter johnsonii,HAMBI_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3369756,0.038274878
GCF_034424475.1_ASM3442447v1,NZ_CP140005.1,plasmid,164555,8456,19.46014664,2.018420918,9.626996849,164549,6,9.641272772,81405.88535,Acinetobacter johnsonii,HAMBI_0097,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Acinetobacter,3369756,0.002509381
GCF_016727345.1_ASM1672734v1,NZ_CP068132.1,chromosome,11997854,3438280,3.489493002,3.489493002,1,11994566,3288,1,3438280,Enterococcus casseliflavus,FDAARGOS_1120,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,3438280,1
GCF_016727345.1_ASM1672734v1,NZ_CP068131.1,plasmid,220161,79290,2.776655316,3.489493002,0.801914259,212572,7589,0.795718838,63583.78159,Enterococcus casseliflavus,FDAARGOS_1120,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,3438280,0.023060949
GCF_016727345.1_ASM1672734v1,NZ_CP068133.1,plasmid,69567,30933,2.248957424,3.489493002,0.650153586,64840,4727,0.644494035,20111.20087,Enterococcus casseliflavus,FDAARGOS_1120,Terrabacteria group,Bacillota,NA,NA,Unannotated,Enterococcus,3438280,0.008996649
GCF_030036925.1_ASM3003692v1,NZ_CP124483.1,chromosome,1821031,4909649,0.370908592,0.370908592,1,1817533,3498,1,4909649,Escherichia coli,AVS0575,Pseudomonadota,Gammaproteobacteria,NA,environmental: river near WWTP effluent,Human-impacted,Escherichia,4909649,1
GCF_030036925.1_ASM3003692v1,NZ_CP124484.1,plasmid,13012,137093,0.094913672,0.370908592,0.262718011,12106,906,0.255895047,36016.80033,Escherichia coli,AVS0575,Pseudomonadota,Gammaproteobacteria,NA,environmental: river near WWTP effluent,Human-impacted,Escherichia,4909649,0.027923177
GCF_003204175.1_ASM320417v1,NZ_CP029738.1,chromosome,2190698,5347404,0.40967505,0.40967505,1,2172790,17908,1,5347404,Klebsiella pneumoniae,AR_0087,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5347404,1
GCF_003204175.1_ASM320417v1,NZ_CP029739.1,plasmid,79961,175746,0.454980483,0.40967505,1.132937872,74894,5067,1.110588705,199109.2993,Klebsiella pneumoniae,AR_0087,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5347404,0.032865667
GCF_003204175.1_ASM320417v1,NZ_CP029740.1,plasmid,55280,103250,0.535399516,0.40967505,1.36945197,53791,1489,1.306888267,141395.9159,Klebsiella pneumoniae,AR_0087,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5347404,0.019308435
GCF_012241395.2_ASM1224139v2,NZ_CP064931.1,chromosome,2615309,4537630,0.576360126,0.576360126,1,2604471,10838,1,4537630,Rhizobium phaseoli,S3,Pseudomonadota,Alphaproteobacteria,Phaseolus vulgaris,soil,Earth,Rhizobium,4537630,1
GCF_012241395.2_ASM1224139v2,NZ_CP064935.1,plasmid,648294,1111454,0.583284598,0.576360126,1.01248496,647043,1251,1.012014141,1125330.459,Rhizobium phaseoli,S3,Pseudomonadota,Alphaproteobacteria,Phaseolus vulgaris,soil,Earth,Rhizobium,4537630,0.244941522
GCF_012241395.2_ASM1224139v2,NZ_CP064932.1,plasmid,274624,446029,0.615708844,0.576360126,1.077284221,271423,3201,1.068271062,480500.0038,Rhizobium phaseoli,S3,Pseudomonadota,Alphaproteobacteria,Phaseolus vulgaris,soil,Earth,Rhizobium,4537630,0.098295586
GCF_012241395.2_ASM1224139v2,NZ_CP064934.1,plasmid,262366,413456,0.634568128,0.576360126,1.100921214,261936,430,1.100992416,455182.4815,Rhizobium phaseoli,S3,Pseudomonadota,Alphaproteobacteria,Phaseolus vulgaris,soil,Earth,Rhizobium,4537630,0.091117169
GCF_012241395.2_ASM1224139v2,NZ_CP064933.1,plasmid,227063,352110,0.644863821,0.576360126,1.117744308,226174,889,1.118855715,393568.9481,Rhizobium phaseoli,S3,Pseudomonadota,Alphaproteobacteria,Phaseolus vulgaris,soil,Earth,Rhizobium,4537630,0.077597777
GCF_016406625.1_ASM1640662v1,NZ_CP066376.1,chromosome,9106469,2468349,3.689295557,3.689295557,1,9104980,1489,1,2468349,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,1
GCF_016406625.1_ASM1640662v1,NZ_CP066375.1,plasmid,269987,51568,5.235553056,3.689295557,1.441914047,256143,13844,1.419119985,74356.62358,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,0.020891697
GCF_016406625.1_ASM1640662v1,NZ_CP066374.1,plasmid,284445,45209,6.291778186,3.689295557,1.712952281,277724,6721,1.705414513,77440.85968,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,0.018315481
GCF_016406625.1_ASM1640662v1,NZ_CP066373.1,plasmid,243800,28218,8.639875257,3.689295557,2.516566451,154934,88866,2.341876687,71012.47211,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,0.011431933
GCF_016406625.1_ASM1640662v1,NZ_CP066372.1,plasmid,71137,2491,28.55760739,3.689295557,15.62203562,1465,69672,7.740666732,38914.49072,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,0.001009177
GCF_016406625.1_ASM1640662v1,NZ_CP066371.1,plasmid,736355,2348,313.6094549,3.689295557,89.29568638,664256,72099,85.00524015,209666.2716,Staphylococcus epidermidis,PH1-28,Terrabacteria group,Bacillota,Homo sapiens,NA,Humans,Staphylococcus,2468349,0.000951243
GCF_019175445.1_ASM1917544v1,NZ_CP072881.1,chromosome,1649284,2448233,0.673663005,0.673663005,1,1640406,8878,1,2448233,Enterococcus faecium,F39,Terrabacteria group,Bacillota,NA,stream/river surface water,Water,Enterococcus,2448233,1
GCF_019175445.1_ASM1917544v1,NZ_CP072882.1,plasmid,105670,183270,0.576581001,0.673663005,0.876583705,100121,5549,0.855889364,160651.4956,Enterococcus faecium,F39,Terrabacteria group,Bacillota,NA,stream/river surface water,Water,Enterococcus,2448233,0.074858071
GCF_019175445.1_ASM1917544v1,NZ_CP072883.1,plasmid,65059,40266,1.615730393,0.673663005,2.394515849,64526,533,2.398425297,96417.57519,Enterococcus faecium,F39,Terrabacteria group,Bacillota,NA,stream/river surface water,Water,Enterococcus,2448233,0.016446964
GCF_001022135.1_ASM102213v1,NZ_CP011602.1,chromosome,2000663,5529134,0.361840209,0.361840209,1,1993944,6719,1,5529134,Phytobacter ursingii,CAV1151,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Perirectal,Humans,Phytobacter,5529134,1
GCF_001022135.1_ASM102213v1,NZ_CP011601.1,plasmid,149337,295619,0.505167124,0.361840209,1.428198518,138262,11075,1.396105551,422202.6178,Phytobacter ursingii,CAV1151,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Perirectal,Humans,Phytobacter,5529134,0.053465696
GCF_001022135.1_ASM102213v1,NZ_CP011600.1,plasmid,161376,215092,0.750265003,0.361840209,2.129556315,151766,9610,2.073470513,458050.527,Phytobacter ursingii,CAV1151,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Perirectal,Humans,Phytobacter,5529134,0.038901571
GCF_001022135.1_ASM102213v1,NZ_CP011599.1,plasmid,74770,82986,0.900995349,0.361840209,2.630459093,69850,4920,2.490036561,218291.2783,Phytobacter ursingii,CAV1151,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Perirectal,Humans,Phytobacter,5529134,0.01500886
GCF_001022135.1_ASM102213v1,NZ_CP011598.1,plasmid,35986,43621,0.824969625,0.361840209,2.330761907,34767,1219,2.279928004,101670.1651,Phytobacter ursingii,CAV1151,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Perirectal,Humans,Phytobacter,5529134,0.007889301
GCF_036786065.1_ASM3678606v1,NZ_CP145156.1,chromosome,2909861,5769994,0.50430919,0.50430919,1,2875772,34089,1,5769994,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,1
GCF_036786065.1_ASM3678606v1,NZ_CP145157.1,plasmid,41851,73174,0.57193812,0.50430919,1.264246579,37217,4634,1.134102117,92509.97916,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,0.012681816
GCF_036786065.1_ASM3678606v1,NZ_CP145158.1,plasmid,83668,71436,1.171230192,0.50430919,2.856236513,75105,8563,2.322444674,204038.1115,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,0.012380602
GCF_036786065.1_ASM3678606v1,NZ_CP145159.1,plasmid,43547,16903,2.576288233,0.50430919,8.361401011,36651,6896,5.10854905,141332.7613,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,0.002929466
GCF_036786065.1_ASM3678606v1,NZ_CP145160.1,plasmid,16990,8756,1.940383737,0.50430919,5.216117809,15885,1105,3.847607332,45672.32754,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,0.001517506
GCF_036786065.1_ASM3678606v1,NZ_CP145162.1,plasmid,21357,4183,5.10566579,0.50430919,10.08517912,21357,0,10.12407843,42186.30425,Raoultella ornithinolytica,-,Pseudomonadota,Gammaproteobacteria,Homo sapiens,NA,Humans,Raoultella,5769994,0.000724957
GCF_038441135.1_ASM3844113v1,NZ_CP131848.1,chromosome,601444,2974033,0.202231784,0.202231784,1,586687,14757,1,2974033,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,1
GCF_038441135.1_ASM3844113v1,NZ_CP131849.1,plasmid,52800,270653,0.195083742,0.202231784,1.004302927,49149,3651,0.964654209,271817.6002,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.091005379
GCF_038441135.1_ASM3844113v1,NZ_CP131850.1,plasmid,11516,37767,0.304922287,0.202231784,1.577881293,9628,1888,1.507786166,59591.84279,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.012698918
GCF_038441135.1_ASM3844113v1,NZ_CP131851.1,plasmid,14200,28013,0.506907507,0.202231784,2.660504633,13054,1146,2.506566953,74528.71628,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.009419196
GCF_038441135.1_ASM3844113v1,NZ_CP131852.1,plasmid,21595,5212,4.143323101,0.202231784,20.41524213,21544,51,20.48799162,106404.242,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.001752502
GCF_038441135.1_ASM3844113v1,NZ_CP131853.1,plasmid,14487,4461,3.247478144,0.202231784,15.99731381,14470,17,16.05819855,71364.01691,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.001499983
GCF_038441135.1_ASM3844113v1,NZ_CP131854.1,plasmid,38821,4377,8.869316884,0.202231784,43.90189229,37325,1496,43.85718554,192158.5825,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.001471739
GCF_038441135.1_ASM3844113v1,NZ_CP131855.1,plasmid,13567,2947,4.603664744,0.202231784,22.6783624,13562,5,22.7642987,66833.134,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2974033,0.00099091
GCF_002073495.2_ASM207349v2,NZ_CP020414.2,chromosome,12020374,4280582,2.808116747,2.808116747,1,12009479,10895,1,4280582,Leptospira interrogans serovar Copenhageni,FDAARGOS_203,Spirochaetota,Spirochaetia,Homo sapiens,NA,Humans,Leptospira,4280582,1
GCF_002073495.2_ASM207349v2,NZ_CP020413.2,plasmid,999200,350181,2.853381537,2.808116747,1.016136211,996206,2994,1.016119269,355831.5946,Leptospira interrogans serovar Copenhageni,FDAARGOS_203,Spirochaetota,Spirochaetia,Homo sapiens,NA,Humans,Leptospira,4280582,0.081806866
GCF_000534935.2_ASM53493v2,NZ_AP018443.1,chromosome,3143590,5219278,0.602303614,0.602303614,1,3143577,13,1,5219278,Bacillus anthracis,CZC5,Terrabacteria group,Bacillota,Hippopotamus amphibius,NA,Animals,Bacillus,5219278,1
GCF_000534935.2_ASM53493v2,NZ_AP018444.1,plasmid,769251,181607,4.235800382,0.602303614,7.032682302,769238,13,7.032666393,1277184.335,Bacillus anthracis,CZC5,Terrabacteria group,Bacillota,Hippopotamus amphibius,NA,Animals,Bacillus,5219278,0.034795426
GCF_000534935.2_ASM53493v2,NZ_AP018445.1,plasmid,132276,94802,1.395287019,0.602303614,2.316681268,132256,20,2.316584174,219626.0175,Bacillus anthracis,CZC5,Terrabacteria group,Bacillota,Hippopotamus amphibius,NA,Animals,Bacillus,5219278,0.018163815
GCF_002024305.1_ASM202430v1,NZ_CP019732.1,chromosome,8654515,6546028,1.322101739,1.322101739,1,8412603,241912,1,6546028,Pseudomonas syringae pv. actinidiae,CRAFRU 14.08,Pseudomonadota,Gammaproteobacteria,Actinidia deliciosa,NA,Plants,Pseudomonas,6546028,1
GCF_002024305.1_ASM202430v1,NZ_CP019733.1,plasmid,149061,74460,2.001893634,1.322101739,1.514175177,129174,19887,1.514175177,112745.4837,Pseudomonas syringae pv. actinidiae,CRAFRU 14.08,Pseudomonadota,Gammaproteobacteria,Actinidia deliciosa,NA,Plants,Pseudomonas,6546028,0.011374837
GCF_903993145.2_AI2996v1_cp,NZ_OW970492.1,chromosome,3195178,5293786,0.603571433,0.603571433,1,3191377,3801,1,5293786,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,1
GCF_903993145.2_AI2996v1_cp,NZ_OW970493.1,plasmid,46007,103689,0.443701839,0.603571433,0.760702267,44008,1999,0.735127303,78876.45735,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.019586927
GCF_903993145.2_AI2996v1_cp,NZ_OW970494.1,plasmid,54465,83975,0.648585889,0.603571433,1.156166677,46676,7789,1.074580163,97089.09669,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.015862938
GCF_903993145.2_AI2996v1_cp,NZ_OW970495.1,plasmid,66101,63589,1.039503688,0.603571433,1.744225908,64807,1294,1.722254619,110913.5813,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.012012008
GCF_903993145.2_AI2996v1_cp,NZ_OW970496.1,plasmid,129340,55181,2.343922727,0.603571433,3.893294285,129182,158,3.883422244,214835.8719,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.010423731
GCF_903993145.2_AI2996v1_cp,NZ_OW970497.1,plasmid,46654,7926,5.886197325,0.603571433,11.61862381,39896,6758,9.752279527,92089.21228,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.001497227
GCF_903993145.2_AI2996v1_cp,NZ_OW970498.1,plasmid,74039,4715,15.7028632,0.603571433,25.99601347,74039,0,26.01657791,122571.2035,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.000890667
GCF_903993145.2_AI2996v1_cp,NZ_OW970499.1,plasmid,123473,4167,29.63114951,0.603571433,49.64303227,118841,4632,49.09302844,206862.5155,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.000787149
GCF_903993145.2_AI2996v1_cp,NZ_OW970500.1,plasmid,30082,2674,11.24981301,0.603571433,18.62376977,30082,0,18.63874333,49799.96036,Klebsiella pneumoniae,147,Pseudomonadota,Gammaproteobacteria,Homo sapiens,Hospital Univeristario de Bellvitge (Barcelona),Humans,Klebsiella,5293786,0.000505121
GCF_011045395.1_ASM1104539v1,NZ_CP027644.1,chromosome,863794,1921419,0.449560455,0.449560455,1,857618,6176,1,1921419,Ligilactobacillus salivarius,IBB3154,Terrabacteria group,Bacillota,hen,NA,Livestock,Ligilactobacillus,1921419,1
GCF_011045395.1_ASM1104539v1,NZ_CP027645.1,plasmid,77415,230637,0.335657332,0.449560455,0.750909502,76636,779,0.746634469,173187.5147,Ligilactobacillus salivarius,IBB3154,Terrabacteria group,Bacillota,hen,NA,Livestock,Ligilactobacillus,1921419,0.120034724
GCF_002934585.1_ASM293458v1,NZ_CP026216.1,chromosome,3192568,5246201,0.608548548,0.608548548,1,3174228,18340,1,5246201,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,1
GCF_002934585.1_ASM293458v1,NZ_CP026213.1,plasmid,205241,221962,0.924667285,0.608548548,1.578259709,193376,11865,1.519463466,350313.6815,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.042309092
GCF_002934585.1_ASM293458v1,NZ_CP026212.1,plasmid,139283,126940,1.097234914,0.608548548,1.829790076,134939,4344,1.803035958,232273.5522,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.024196557
GCF_002934585.1_ASM293458v1,NZ_CP026210.1,plasmid,106342,77585,1.370651543,0.608548548,2.312723557,102631,3711,2.252329002,179432.6572,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.014788797
GCF_002934585.1_ASM293458v1,NZ_CP026211.1,plasmid,84191,51267,1.642206488,0.608548548,2.97075338,74546,9645,2.698562824,152301.6135,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.009772214
GCF_002934585.1_ASM293458v1,NZ_CP026215.1,plasmid,82686,7304,11.32064622,0.608548548,19.45087668,76390,6296,18.60270025,142069.2033,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.001392246
GCF_002934585.1_ASM293458v1,NZ_CP026214.1,plasmid,68448,6974,9.814740465,0.608548548,16.12346364,64543,3905,16.12811418,112445.0354,Citrobacter sp. CFNIH10,CFNIH10,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Citrobacter,5246201,0.001329343
GCF_021391515.1_ASM2139151v1,NZ_CP090081.1,chromosome,4250403,5668734,0.749797574,0.749797574,1,4131596,118807,1,5668734,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,1
GCF_021391515.1_ASM2139151v1,NZ_CP090082.1,plasmid,744412,448451,1.65996285,0.749797574,2.320745055,703442,40970,2.21388133,1040740.441,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.079109551
GCF_021391515.1_ASM2139151v1,NZ_CP090083.1,plasmid,130894,99643,1.313629658,0.749797574,2.013119874,114412,16482,1.751979072,200593.3036,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.017577646
GCF_021391515.1_ASM2139151v1,NZ_CP090084.1,plasmid,142544,83506,1.706991114,0.749797574,2.539584734,128466,14078,2.276602611,212070.5628,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.014730979
GCF_021391515.1_ASM2139151v1,NZ_CP090085.1,plasmid,126684,83392,1.519138526,0.749797574,2.074056779,123092,3592,2.026064873,172959.7429,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.014710868
GCF_021391515.1_ASM2139151v1,NZ_CP090086.1,plasmid,148441,72739,2.040734682,0.749797574,2.778696789,144982,3459,2.72171417,202119.6257,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.012831613
GCF_021391515.1_ASM2139151v1,NZ_CP090087.1,plasmid,93023,70091,1.327174673,0.749797574,1.969232266,80271,12752,1.770043968,138025.4587,Bacillus cereus,CPT56D-587-MTF,Terrabacteria group,Bacillota,NA,Contaminated soil sample CPT56DS-C from Oak Ridge Reservation Area 3,Human-impacted,Bacillus,5668734,0.012364489
