AnnotationAccession,SeqID,SeqType,SeqLength,CDS_count,CDS_length,transposase_count, transposase_length
GCF_023375245.1_ASM2337524v1,NZ_CP088199.1,plasmid,59610,66,44580,5,3882
GCF_020520325.1_ASM2052032v1,NZ_CP084733.1,chromosome,3989953,3695,3444819,41,44238
GCF_020520325.1_ASM2052032v1,NZ_CP084734.1,plasmid,8731,11,6468,0,0
GCF_020520325.1_ASM2052032v1,NZ_CP084735.1,plasmid,69524,91,60456,0,0
GCF_029094145.1_ASM2909414v1,NZ_CP119113.1,chromosome,2908596,2728,2400732,24,19251
GCF_029094145.1_ASM2909414v1,NZ_CP119114.1,plasmid,2391,1,735,0,0
GCF_029094145.1_ASM2909414v1,NZ_CP119115.1,plasmid,4971,0,0,0,0
GCF_029537335.1_ASM2953733v1,NZ_CP120668.1,chromosome,2093653,1939,1727787,207,198282
GCF_029537335.1_ASM2953733v1,NZ_CP120669.1,plasmid,38056,27,25401,8,7848
GCF_029537335.1_ASM2953733v1,NZ_CP120670.1,plasmid,8672,7,5847,0,0
GCF_023299225.1_ASM2329922v1,NZ_CP097066.1,chromosome,2762944,2536,2435979,5,3870
GCF_023299225.1_ASM2329922v1,NZ_CP097067.1,plasmid,57278,58,41271,5,4350
GCF_023299225.1_ASM2329922v1,NZ_CP097068.1,plasmid,2098,2,1566,0,0
GCF_017164975.1_ASM1716497v1,NZ_CP062723.1,chromosome,5519504,5070,4559823,86,72717
GCF_017164975.1_ASM1716497v1,NZ_CP062724.1,plasmid,92747,71,54963,5,4656
GCF_028893135.1_ASM2889313v1,NZ_CP117336.1,chromosome,4843959,4403,4079289,15,11232
GCF_028893135.1_ASM2889313v1,NZ_CP117337.1,plasmid,150540,177,114618,12,9594
GCF_009938265.1_ASM993826v1,NZ_AP022315.1,chromosome,2845320,2647,2506419,9,6087
GCF_009938265.1_ASM993826v1,NZ_AP022316.1,chromosome,1707579,1540,1470366,1,2805
GCF_009938265.1_ASM993826v1,NZ_AP022317.1,chromosome,1020949,934,906354,1,789
GCF_009938265.1_ASM993826v1,NZ_AP022318.1,chromosome,637291,560,575010,1,1038
GCF_009938265.1_ASM993826v1,NZ_AP022319.1,plasmid,1527330,1318,1370406,2,2142
GCF_009938265.1_ASM993826v1,NZ_AP022320.1,plasmid,243982,220,191295,5,6279
GCF_036227205.1_ASM3622720v1,NZ_CP109442.1,chromosome,10070919,9203,8886543,94,81240
GCF_036227205.1_ASM3622720v1,NZ_CP109443.1,plasmid,40608,53,34389,0,0
GCF_000417085.2_ASM41708v2,NZ_CP011989.1,chromosome,5329725,5056,4649997,34,34806
GCF_000417085.2_ASM41708v2,NZ_CP011991.1,plasmid,113638,121,90174,9,13929
GCF_000417085.2_ASM41708v2,NZ_CP011993.1,plasmid,13841,14,10404,2,3711
GCF_000417085.2_ASM41708v2,NZ_CP011990.1,plasmid,162533,160,123540,13,13518
GCF_000417085.2_ASM41708v2,NZ_CP011992.1,plasmid,43380,53,35700,2,3723
GCF_022430505.1_ASM2243050v1,NZ_CP092493.1,chromosome,5122668,4827,4462593,74,78195
GCF_022430505.1_ASM2243050v1,NZ_CP092495.1,plasmid,56984,65,44268,6,8073
GCF_022430505.1_ASM2243050v1,NZ_CP092496.1,plasmid,209894,209,167274,34,35859
GCF_022430505.1_ASM2243050v1,NZ_CP092494.1,plasmid,45886,52,38277,4,8217
GCF_021253825.1_ASM2125382v1,NZ_CP089782.1,chromosome,1973419,1918,1733997,10,8511
GCF_021253825.1_ASM2125382v1,NZ_CP089783.1,plasmid,56198,66,45954,5,2205
GCF_021253825.1_ASM2125382v1,NZ_CP089784.1,plasmid,33995,44,24135,10,3753
GCF_021253825.1_ASM2125382v1,NZ_CP089785.1,plasmid,20720,17,15573,2,1914
GCF_021253825.1_ASM2125382v1,NZ_CP089786.1,plasmid,14080,13,10536,3,681
GCF_003855175.1_ASM385517v1,NZ_CP034016.1,chromosome,2217429,2016,1713282,36,25368
GCF_003855175.1_ASM385517v1,NZ_CP034017.1,plasmid,4207,10,3882,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000001.1,chromosome,40831,19,30939,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000002.1,chromosome,131441,121,112146,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000003.1,chromosome,81519,70,72858,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000004.1,chromosome,40576,33,33621,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000005.1,chromosome,601898,508,508333,0,0
GCF_000513415.1_EA_LA635,NZ_CBVS010000006.1,chromosome,1883735,1661,1586226,4,2622
GCF_000513415.1_EA_LA635,NZ_CBVS010000007.1,chromosome,636794,538,534234,2,738
GCF_000513415.1_EA_LA635,NZ_CBVS010000008.1,chromosome,345955,315,293538,2,1926
GCF_000513415.1_EA_LA635,NC_023055.1,plasmid,28275,23,16818,1,999
GCF_003354965.1_ASM335496v1,NZ_CP022906.1,chromosome,2892914,2755,2356731,29,27075
GCF_003354965.1_ASM335496v1,NZ_CP022907.1,plasmid,27573,27,20304,5,4641
GCF_010918635.1_ASM1091863v1,NZ_CP044463.1,chromosome,3135167,2855,2638611,56,42156
GCF_010918635.1_ASM1091863v1,NZ_CP044464.1,plasmid,138456,113,101934,31,27519
GCF_010918635.1_ASM1091863v1,NZ_CP044473.1,plasmid,4226,4,1956,0,0
GCF_010918635.1_ASM1091863v1,NZ_CP044465.1,plasmid,34862,35,28986,0,0
GCF_010918635.1_ASM1091863v1,NZ_CP044466.1,plasmid,13172,12,7470,3,2748
GCF_010918635.1_ASM1091863v1,NZ_CP044467.1,plasmid,12109,11,6792,1,705
GCF_010918635.1_ASM1091863v1,NZ_CP044468.1,plasmid,11821,11,9540,2,1404
GCF_010918635.1_ASM1091863v1,NZ_CP044469.1,plasmid,7346,6,5547,0,0
GCF_010918635.1_ASM1091863v1,NZ_CP044470.1,plasmid,6823,11,4917,0,0
GCF_010918635.1_ASM1091863v1,NZ_CP044471.1,plasmid,6354,7,5013,1,705
GCF_010918635.1_ASM1091863v1,NZ_CP044472.1,plasmid,5770,8,3909,0,0
GCF_016653515.1_ASM1665351v1,NZ_CP067365.1,chromosome,3172945,2825,2621232,66,72285
GCF_016653515.1_ASM1665351v1,NZ_CP067366.1,plasmid,63181,61,46791,16,14553
GCF_016653515.1_ASM1665351v1,NZ_CP067367.1,plasmid,9203,9,6075,3,2871
GCF_016653515.1_ASM1665351v1,NZ_CP067368.1,plasmid,6203,6,3540,1,1188
GCF_027625995.1_ASM2762599v1,NZ_CP115396.1,chromosome,4681363,3925,4023603,9,5844
GCF_027625995.1_ASM2762599v1,NZ_CP115397.1,plasmid,245402,207,192807,4,3660
GCF_002356675.1_ASM235667v1,NZ_AP014921.1,chromosome,2808921,2641,2280777,11,8655
GCF_002356675.1_ASM235667v1,NZ_AP014922.1,plasmid,32580,35,21381,3,2025
GCF_003112205.1_ASM311220v1,NZ_CP028122.1,chromosome,5057506,4669,4356648,39,34359
GCF_003112205.1_ASM311220v1,NZ_CP028120.1,plasmid,86617,97,70890,1,879
GCF_003112205.1_ASM311220v1,NZ_CP028121.1,plasmid,109466,82,51816,13,10563
GCF_003112205.1_ASM311220v1,NZ_CP028123.1,plasmid,8120,10,6381,0,0
GCF_002848625.1_ASM284862v1,NZ_CP023780.1,chromosome,2863296,2635,2386611,129,147417
GCF_002848625.1_ASM284862v1,NZ_CP023781.1,plasmid,199876,182,145332,37,36105
GCF_002848625.1_ASM284862v1,NZ_CP023782.1,plasmid,10647,12,8322,2,1554
GCF_002848625.1_ASM284862v1,NZ_CP023783.1,plasmid,4374,6,3702,0,0
GCF_030707895.1_ASM3070789v1,NZ_CP107155.1,chromosome,5120131,4721,4431525,73,64536
GCF_030707895.1_ASM3070789v1,NZ_CP107156.1,plasmid,110062,111,87147,13,13368
GCF_030707895.1_ASM3070789v1,NZ_CP107157.1,plasmid,95994,105,81147,6,5487
GCF_030707895.1_ASM3070789v1,NZ_CP107158.1,plasmid,24413,35,19938,0,0
GCF_030707895.1_ASM3070789v1,NZ_CP107159.1,plasmid,4088,3,3123,0,0
GCF_030707895.1_ASM3070789v1,NZ_CP107160.1,plasmid,1552,1,477,0,0
GCF_030707895.1_ASM3070789v1,NZ_CP107161.1,plasmid,1454,2,654,0,0
GCF_015767755.1_ASM1576775v1,NZ_CP065248.1,chromosome,6872933,5452,5709879,7,7884
GCF_015767755.1_ASM1576775v1,NZ_CP065249.1,plasmid,723139,602,596619,1,1203
GCF_015767755.1_ASM1576775v1,NZ_CP065250.1,plasmid,23407,29,16116,0,0
GCF_015767755.1_ASM1576775v1,NZ_CP065251.1,plasmid,23362,14,13915,0,0
GCF_015767755.1_ASM1576775v1,NZ_CP065252.1,plasmid,22170,11,13698,0,0
GCF_031190615.1_ASM3119061v1,NZ_CP133442.1,chromosome,2921117,2754,2389071,15,9684
GCF_031190615.1_ASM3119061v1,NZ_CP133443.1,plasmid,2276,2,1329,0,0
GCF_031190615.1_ASM3119061v1,NZ_CP133444.1,plasmid,2908,1,924,0,0
GCF_030323685.1_ASM3032368v1,NZ_CP040657.1,chromosome,5369673,4946,4670772,41,34449
GCF_030323685.1_ASM3032368v1,NZ_CP040658.1,plasmid,139734,147,109542,10,10575
GCF_030323685.1_ASM3032368v1,NZ_CP040659.1,plasmid,87036,102,69771,3,4746
GCF_010669265.1_ASM1066926v1,NZ_CP048643.1,chromosome,2848798,2638,2267550,15,13488
GCF_010669265.1_ASM1066926v1,NZ_CP048644.1,plasmid,39500,41,34119,3,3519
GCF_010669265.1_ASM1066926v1,NZ_CP048645.1,plasmid,28040,26,18603,4,2700
GCF_010669265.1_ASM1066926v1,NZ_CP048646.1,plasmid,24637,27,15270,1,1443
GCF_029962185.1_ASM2996218v1,NZ_CP124660.1,chromosome,7153669,6566,6351210,73,93591
GCF_029962185.1_ASM2996218v1,NZ_CP124661.1,plasmid,7695,13,5553,0,0
GCF_026016665.1_ASM2601666v1,NZ_CP085197.1,chromosome,5202828,4834,4574607,23,19062
GCF_026016665.1_ASM2601666v1,NZ_CP085198.1,plasmid,183890,176,141489,18,16884
GCF_026016665.1_ASM2601666v1,NZ_CP085199.1,plasmid,285278,291,215298,16,18267
GCF_025559845.1_ASM2555984v1,NZ_CP048469.1,chromosome,3335101,3252,2940228,9,9201
GCF_025559845.1_ASM2555984v1,NZ_CP048470.1,chromosome,2391679,2105,2123261,3,5097
GCF_025559845.1_ASM2555984v1,NZ_CP048471.1,plasmid,401476,375,318939,2,5886
GCF_025559845.1_ASM2555984v1,NZ_CP048472.1,plasmid,177576,153,140445,2,1776
GCF_022819285.1_ASM2281928v1,NZ_CP094643.1,chromosome,3526750,3196,3018078,9,8019
GCF_022819285.1_ASM2281928v1,NZ_CP094644.1,plasmid,153863,126,126507,4,3678
GCF_016939455.1_ASM1693945v1,NZ_CP070515.1,chromosome,1829213,1783,1576125,74,59307
GCF_016939455.1_ASM1693945v1,NZ_CP070514.1,plasmid,24810,20,18108,4,2769
GCF_016939455.1_ASM1693945v1,NZ_CP070516.1,plasmid,23086,17,13317,7,4935
GCF_016939455.1_ASM1693945v1,NZ_CP070517.1,plasmid,21775,19,13626,4,2769
GCF_020730965.2_ASM2073096v2,NZ_CP088292.1,chromosome,3483592,3291,3077673,4,3519
GCF_020730965.2_ASM2073096v2,NZ_CP088293.1,plasmid,388677,359,341427,0,0
GCF_002949515.1_ASM294951v1,NZ_CP026811.1,chromosome,4659714,3992,3598980,385,352551
GCF_002949515.1_ASM294951v1,NZ_CP026812.1,plasmid,181479,127,97293,35,30603
GCF_003957375.1_ASM395737v1,NZ_CP025473.1,chromosome,2768701,2445,2235978,11,11823
GCF_003957375.1_ASM395737v1,NZ_CP025472.1,plasmid,58171,70,45456,0,0
GCF_016806145.1_ASM1680614v1,NZ_CP063166.1,chromosome,6666455,6145,6114177,8,6075
GCF_016806145.1_ASM1680614v1,NZ_CP063167.1,plasmid,2479635,2236,2234136,10,7074
GCF_016806145.1_ASM1680614v1,NZ_CP063168.1,plasmid,292938,243,231858,15,12834
GCF_006228505.1_ASM622850v1,NZ_CP030159.1,chromosome,5087847,3866,3943296,118,117495
GCF_006228505.1_ASM622850v1,NZ_CP030160.1,plasmid,121642,97,67971,2,3924
GCF_022759785.1_ASM2275978v1,NZ_CP086470.1,chromosome,4848881,4349,4121706,63,55248
GCF_022759785.1_ASM2275978v1,NZ_CP086471.1,plasmid,115932,122,92823,9,8472
GCF_022759785.1_ASM2275978v1,NZ_CP086472.1,plasmid,99465,92,67524,17,15168
GCF_022759785.1_ASM2275978v1,NZ_CP086473.1,plasmid,89996,105,75477,0,0
GCF_022759785.1_ASM2275978v1,NZ_CP086474.1,plasmid,66616,79,52113,3,2604
GCF_022759785.1_ASM2275978v1,NZ_CP086475.1,plasmid,61289,74,49857,1,1371
GCF_022759785.1_ASM2275978v1,NZ_CP086476.1,plasmid,33826,43,28116,0,0
GCF_022759785.1_ASM2275978v1,NZ_CP086477.1,plasmid,6647,10,4335,0,0
GCF_022759785.1_ASM2275978v1,NZ_CP086478.1,plasmid,4773,5,1644,0,0
GCF_022759785.1_ASM2275978v1,NZ_CP086479.1,plasmid,4237,5,2784,0,0
GCF_030490635.1_ASM3049063v1,NZ_CP129871.1,chromosome,4765236,4548,4149087,53,53655
GCF_030490635.1_ASM3049063v1,NZ_CP129874.1,plasmid,100026,111,72621,13,15720
GCF_030490635.1_ASM3049063v1,NZ_CP129872.1,plasmid,384453,420,312726,32,38223
GCF_030490635.1_ASM3049063v1,NZ_CP129873.1,plasmid,727204,682,638982,11,9720
GCF_013734275.1_ASM1373427v1,NZ_CP056676.1,chromosome,5032884,4722,4456944,35,33477
GCF_013734275.1_ASM1373427v1,NZ_CP056677.1,plasmid,93159,84,69741,8,6999
GCF_013734275.1_ASM1373427v1,NZ_CP056678.1,plasmid,87741,84,72228,15,13437
GCF_013734275.1_ASM1373427v1,NZ_CP056679.1,plasmid,4858,6,2361,0,0
GCF_013734275.1_ASM1373427v1,NZ_CP056680.1,plasmid,2495,3,633,0,0
GCF_013734275.1_ASM1373427v1,NZ_CP056681.1,plasmid,1329,1,528,0,0
GCF_015220695.1_ASM1522069v1,NZ_CP062471.1,chromosome,2846786,2589,2294007,14,12702
GCF_015220695.1_ASM1522069v1,NZ_CP062472.1,plasmid,6486,5,3306,0,0
GCF_028743755.1_ASM2874375v1,NZ_CP118014.1,chromosome,5062632,4651,4351773,27,26286
GCF_028743755.1_ASM2874375v1,NZ_CP118015.1,plasmid,122614,132,99438,7,7791
GCF_028743755.1_ASM2874375v1,NZ_CP118016.1,plasmid,5360,7,3420,0,0
GCF_000833295.1_ASM83329v1,NZ_CP009442.1,chromosome,1919185,1804,1765542,11,8721
GCF_000833295.1_ASM83329v1,NZ_CP009443.1,plasmid,4876,6,3351,0,0
GCF_030515405.1_ASM3051540v1,NZ_CP082075.1,chromosome,5004715,4525,4326132,28,22938
GCF_030515405.1_ASM3051540v1,NZ_CP082076.1,plasmid,72918,95,60960,1,1230
GCF_016599795.1_ASM1659979v1,NZ_CP067014.1,chromosome,2476862,2316,2092947,6,4086
GCF_016599795.1_ASM1659979v1,NZ_CP067015.1,plasmid,7946,7,6194,0,0
GCF_032595775.1_ASM3259577v1,NZ_CP132445.1,chromosome,901576,808,844047,4,7644
GCF_032595775.1_ASM3259577v1,NZ_CP132447.1,plasmid,18455,17,8451,0,0
GCF_032595775.1_ASM3259577v1,NZ_CP132446.1,plasmid,26333,26,22950,0,0
GCF_032595775.1_ASM3259577v1,NZ_CP132448.1,plasmid,55884,62,44514,0,0
GCF_009930995.1_ASM993099v1,NZ_CP030296.1,chromosome,5312283,4956,4652562,23,19425
GCF_009930995.1_ASM993099v1,NZ_CP030297.1,plasmid,185726,182,136362,19,21753
GCF_009930995.1_ASM993099v1,NZ_CP030298.1,plasmid,70438,86,58146,0,0
GCF_009930995.1_ASM993099v1,NZ_CP030299.1,plasmid,54035,61,40314,5,5106
GCF_013819085.1_ASM1381908v1,NZ_CP057210.1,chromosome,4729644,4398,4113576,55,47562
GCF_013819085.1_ASM1381908v1,NZ_CP057211.1,plasmid,160081,146,111252,17,13251
GCF_013819085.1_ASM1381908v1,NZ_CP057212.1,plasmid,104967,102,82605,12,11136
GCF_013819085.1_ASM1381908v1,NZ_CP057213.1,plasmid,5570,7,3561,0,0
GCF_013819085.1_ASM1381908v1,NZ_CP057214.1,plasmid,4286,4,2586,0,0
GCF_036226885.1_ASM3622688v1,NZ_CP109027.1,chromosome,9859624,8648,8724906,23,21513
GCF_036226885.1_ASM3622688v1,NZ_CP109028.1,plasmid,132838,112,109806,0,0
GCF_022354565.1_ASM2235456v1,NZ_CP055089.1,chromosome,5053144,4631,4388562,74,62652
GCF_022354565.1_ASM2235456v1,NZ_CP055090.1,plasmid,126719,115,94758,28,32331
GCF_022354565.1_ASM2235456v1,NZ_CP055091.1,plasmid,80984,90,65907,6,5286
GCF_002968735.1_ASM296873v1,NZ_CP027134.1,chromosome,5211570,4743,4501596,78,62226
GCF_002968735.1_ASM296873v1,NZ_CP027130.1,plasmid,170292,172,127392,23,19515
GCF_002968735.1_ASM296873v1,NZ_CP027132.1,plasmid,2101,2,1233,0,0
GCF_002968735.1_ASM296873v1,NZ_CP027131.1,plasmid,1552,1,477,0,0
GCF_002968735.1_ASM296873v1,NZ_CP027133.1,plasmid,97167,93,82323,2,1590
GCF_002968735.1_ASM296873v1,NZ_CP027129.1,plasmid,5193,6,2667,0,0
GCF_016939835.1_ASM1693983v1,NZ_CP070602.1,chromosome,5310954,4948,4615770,27,22662
GCF_016939835.1_ASM1693983v1,NZ_CP070601.1,plasmid,5598,11,3249,0,0
GCF_016939835.1_ASM1693983v1,NZ_CP070600.1,plasmid,75571,69,68697,0,0
GCF_016939835.1_ASM1693983v1,NZ_CP070599.1,plasmid,122733,118,95085,20,22347
GCF_034079445.1_ASM3407944v1,NZ_CP139216.1,chromosome,3020466,2807,2530473,48,42336
GCF_034079445.1_ASM3407944v1,NZ_CP139217.1,plasmid,11833,9,6186,1,921
GCF_034079445.1_ASM3407944v1,NZ_CP139218.1,plasmid,6173,7,3804,0,0
GCF_006771025.1_ASM677102v1,NZ_CP025061.1,chromosome,4231441,3758,3715755,53,48714
GCF_006771025.1_ASM677102v1,NZ_CP025062.1,plasmid,424198,379,373419,35,37482
GCF_006771025.1_ASM677102v1,NZ_CP025063.1,plasmid,183675,183,150738,17,14496
GCF_006771025.1_ASM677102v1,NZ_CP025064.1,plasmid,111031,114,89733,19,16605
GCF_006771025.1_ASM677102v1,NZ_CP025065.1,plasmid,24356,33,17419,1,274
GCF_022213405.2_ASM2221340v2,NZ_CP091992.1,chromosome,5302095,4990,4647549,47,44895
GCF_022213405.2_ASM2221340v2,NZ_CP091987.1,plasmid,171032,169,130662,20,18090
GCF_022213405.2_ASM2221340v2,NZ_CP091986.1,plasmid,355227,342,269634,34,35157
GCF_036542485.1_ASM3654248v1,NZ_CP144330.1,chromosome,2900243,2708,2486133,15,14979
GCF_036542485.1_ASM3654248v1,NZ_CP144334.1,plasmid,9003,15,6771,0,0
GCF_036542485.1_ASM3654248v1,NZ_CP144331.1,plasmid,5240,5,2994,0,0
GCF_036542485.1_ASM3654248v1,NZ_CP144332.1,plasmid,5621,5,3615,0,0
GCF_036542485.1_ASM3654248v1,NZ_CP144333.1,plasmid,5643,4,2436,0,0
GCF_027913215.1_ASM2791321v1,NZ_CP115784.1,chromosome,3318305,3157,2974230,80,68943
GCF_027913215.1_ASM2791321v1,NZ_CP115780.1,plasmid,198273,181,167523,15,14922
GCF_027913215.1_ASM2791321v1,NZ_CP115781.1,plasmid,16589,15,14064,0,0
GCF_027913215.1_ASM2791321v1,NZ_CP115782.1,plasmid,18441,20,14286,1,1611
GCF_027913215.1_ASM2791321v1,NZ_CP115783.1,plasmid,6487,10,5574,0,0
GCF_013611495.1_ASM1361149v1,NZ_CP055509.1,chromosome,5460602,5167,4743396,73,71319
GCF_013611495.1_ASM1361149v1,NZ_CP055510.1,plasmid,333723,315,262257,49,45243
GCF_013611495.1_ASM1361149v1,NZ_CP055511.1,plasmid,115055,115,98148,2,1962
GCF_013611495.1_ASM1361149v1,NZ_CP055512.1,plasmid,95633,110,80082,10,10905
GCF_013611495.1_ASM1361149v1,NZ_CP055513.1,plasmid,35237,37,30408,1,2898
GCF_013611495.1_ASM1361149v1,NZ_CP055514.1,plasmid,4184,6,2073,0,0
GCF_013611495.1_ASM1361149v1,NZ_CP055515.1,plasmid,2927,5,1485,0,0
GCF_013611495.1_ASM1361149v1,NZ_CP055516.1,plasmid,1919,2,420,0,0
GCF_904830925.1_P._pseudagardhii_No.713,NZ_LR882967.1,chromosome,6601744,5525,5580864,203,208560
GCF_904830925.1_P._pseudagardhii_No.713,NZ_LR882968.1,plasmid,52993,52,45439,2,2256
GCF_022014775.1_ASM2201477v1,NZ_CP091765.1,chromosome,5229500,5035,4139151,9,9480
GCF_022014775.1_ASM2201477v1,NZ_CP091766.1,plasmid,94725,80,54891,0,0
GCF_004919425.1_ASM491942v1,NZ_CP039599.1,chromosome,4917230,4570,4278141,27,17478
GCF_004919425.1_ASM491942v1,NZ_CP039600.1,plasmid,38266,47,31554,1,1170
GCF_004919425.1_ASM491942v1,NZ_CP039601.1,plasmid,3751,4,2880,0,0
GCF_004919425.1_ASM491942v1,NZ_CP039602.1,plasmid,3374,4,1311,0,0
GCF_003660205.1_ASM366020v1,NZ_CP032833.1,chromosome,5203185,4775,4375869,130,109860
GCF_003660205.1_ASM366020v1,NZ_CP032834.1,plasmid,133713,83,90219,7,5211
GCF_003660205.1_ASM366020v1,NZ_CP032835.1,plasmid,93621,108,63738,19,15450
GCF_003660205.1_ASM366020v1,NZ_CP032836.1,plasmid,76772,88,65457,5,3960
GCF_003660205.1_ASM366020v1,NZ_CP032837.1,plasmid,44993,42,29331,10,8208
GCF_003660205.1_ASM366020v1,NZ_CP032838.1,plasmid,6704,4,2193,0,0
GCF_008370855.1_ASM837085v1,NZ_CP043624.1,chromosome,3620840,3319,3181050,10,8001
GCF_008370855.1_ASM837085v1,NZ_CP043625.1,plasmid,52466,53,41847,8,8955
GCF_019078745.1_ASM1907874v1,NZ_CP050249.1,chromosome,3742768,3553,3404574,25,26523
GCF_019078745.1_ASM1907874v1,NZ_CP050250.1,plasmid,197269,181,153954,15,12489
GCF_003966675.1_ASM396667v1,NZ_AP018824.1,chromosome,3429552,3029,2907516,70,71796
GCF_003966675.1_ASM396667v1,NZ_AP018825.1,plasmid,105528,91,76572,11,8913
GCF_003966675.1_ASM396667v1,NZ_AP018826.1,plasmid,33916,36,26247,2,1836
GCF_017310325.1_ASM1731032v1,NZ_CP061952.1,chromosome,5359206,5074,4699179,36,34848
GCF_017310325.1_ASM1731032v1,NZ_CP061953.1,plasmid,168138,163,122652,15,13053
GCF_017310325.1_ASM1731032v1,NZ_CP061954.1,plasmid,32705,39,26205,0,0
GCF_017310325.1_ASM1731032v1,NZ_CP061955.1,plasmid,44557,40,27837,7,6402
GCF_017310325.1_ASM1731032v1,NZ_CP061956.1,plasmid,67524,76,54618,5,4521
GCF_019738995.2_ASM1973899v2,NZ_CP081477.2,chromosome,7080376,6551,6264858,23,27483
GCF_019738995.2_ASM1973899v2,NZ_CP081478.1,plasmid,232884,282,187545,12,18837
GCF_019738995.2_ASM1973899v2,NZ_CP081479.1,plasmid,51187,63,41322,1,3030
GCF_001900835.1_ASM190083v1,NZ_CP010172.1,chromosome,4929892,4412,4183635,66,59118
GCF_001900835.1_ASM190083v1,NZ_CP010173.1,plasmid,94395,104,82482,0,0
GCF_001900835.1_ASM190083v1,NZ_CP010174.1,plasmid,106274,115,78450,10,9993
GCF_001900835.1_ASM190083v1,NZ_CP010175.1,plasmid,6647,9,4083,0,0
GCF_000195755.1_ASM19575v1,NC_002937.3,chromosome,3570858,3078,3051090,20,26700
GCF_000195755.1_ASM19575v1,NC_005863.1,plasmid,202301,153,174138,0,0
GCF_003813125.1_ASM381312v1,NZ_CP033888.1,chromosome,3167967,2896,2589417,37,32625
GCF_003813125.1_ASM381312v1,NZ_CP033889.1,plasmid,53517,51,36756,8,5706
GCF_003813125.1_ASM381312v1,NZ_CP033890.1,plasmid,34427,39,29835,0,0
GCF_003813125.1_ASM381312v1,NZ_CP033891.1,plasmid,14538,13,12447,0,0
GCF_003813125.1_ASM381312v1,NZ_CP033892.1,plasmid,10590,15,7821,0,0
GCF_020906035.1_ASM2090603v1,NZ_CP086909.1,chromosome,3850692,3784,3480354,23,22419
GCF_020906035.1_ASM2090603v1,NZ_CP086910.1,plasmid,61867,63,54450,1,1764
GCF_020906035.1_ASM2090603v1,NZ_CP086911.1,plasmid,182821,171,163829,4,4851
GCF_020906035.1_ASM2090603v1,NZ_CP086912.1,plasmid,110566,108,94215,5,5838
GCF_020906035.1_ASM2090603v1,NZ_CP086913.1,plasmid,95797,88,79680,7,7761
GCF_020906035.1_ASM2090603v1,NZ_CP086914.1,plasmid,108626,89,100701,2,4278
GCF_020906035.1_ASM2090603v1,NZ_CP086915.1,plasmid,281175,255,221280,27,22323
GCF_020906035.1_ASM2090603v1,NZ_CP086916.1,plasmid,210914,185,197475,1,2892
GCF_020906035.1_ASM2090603v1,NZ_CP086917.1,plasmid,82228,70,72162,1,1179
GCF_020906035.1_ASM2090603v1,NZ_CP086918.1,plasmid,37758,34,31281,2,2496
GCF_022404715.1_ASM2240471v1,NZ_CP062336.1,chromosome,2728104,2553,2262978,13,15822
GCF_022404715.1_ASM2240471v1,NZ_CP062337.1,plasmid,20730,20,12957,0,0
GCF_019443585.1_ASM1944358v1,NZ_CP080362.1,chromosome,5306347,5025,4631064,23,21042
GCF_019443585.1_ASM1944358v1,NZ_CP080365.1,plasmid,95539,108,81177,3,2895
GCF_019443585.1_ASM1944358v1,NZ_CP080366.1,plasmid,85191,88,65808,6,6279
GCF_019443585.1_ASM1944358v1,NZ_CP080367.1,plasmid,51479,59,37950,4,4023
GCF_019443585.1_ASM1944358v1,NZ_CP080368.1,plasmid,4687,6,2829,0,0
GCF_019443585.1_ASM1944358v1,NZ_CP080364.1,plasmid,110643,115,95817,0,0
GCF_019443585.1_ASM1944358v1,NZ_CP080363.1,plasmid,190150,189,149259,16,16020
GCF_030718825.1_ASM3071882v1,NZ_CP132065.1,chromosome,5166208,5046,4269420,20,20898
GCF_030718825.1_ASM3071882v1,NZ_CP132066.1,plasmid,523960,417,343395,20,17838
GCF_030718825.1_ASM3071882v1,NZ_CP132067.1,plasmid,209282,159,137673,66,69939
GCF_030718825.1_ASM3071882v1,NZ_CP132068.1,plasmid,174168,150,133560,8,11112
GCF_030718825.1_ASM3071882v1,NZ_CP132069.1,plasmid,111988,93,78846,6,10137
GCF_030718825.1_ASM3071882v1,NZ_CP132070.1,plasmid,85459,85,68193,2,3873
GCF_030718825.1_ASM3071882v1,NZ_CP132071.1,plasmid,65074,88,54672,2,5970
GCF_030718825.1_ASM3071882v1,NZ_CP132072.1,plasmid,8681,9,4800,0,0
GCF_030718825.1_ASM3071882v1,NZ_CP132073.1,plasmid,6333,9,3714,0,0
GCF_023736015.1_ASM2373601v1,NZ_AP025931.1,chromosome,4981679,4617,4437045,22,17799
GCF_023736015.1_ASM2373601v1,NZ_AP025932.1,plasmid,367527,371,290520,31,32412
GCF_023736015.1_ASM2373601v1,NZ_AP025933.1,plasmid,40175,53,36291,0,0
GCF_023736015.1_ASM2373601v1,NZ_AP025934.1,plasmid,4760,6,2514,0,0
GCF_023736015.1_ASM2373601v1,NZ_AP025935.1,plasmid,2511,3,558,0,0
GCF_029873575.1_ASM2987357v1,NZ_CP123579.1,chromosome,4715577,4262,4225035,2,1470
