accession,md5,n_families_ge2,has_identical_pair,n_jump_families,max_distinct_contexts,jump_families
NC_008120.1,c985992f974ea1d025f9ad796019d367,1,1,1,2,IS21
NZ_CP038393.1,c986a142470fc22ab2ecc1f4b9cb1bdd,3,0,0,0,
NZ_LR890472.1,c986cc81088d88a5ea61f43253306904,3,0,0,0,
NZ_CP063938.1,c98d827264421baf3d108e0c927c7559,3,0,0,0,
NZ_CP070016.1,c9976e3d1b75454a225ad31655ae477f,5,1,1,5,IS6
NZ_CP034163.1,c99c66513962715300cf3b526088341a,1,0,0,0,
NZ_CP024259.1,c9aa1e57b311ddd0502f94c8140bee62,4,1,1,2,IS3
NZ_CP066352.1,c9adf7fb24d49392a8f2bd72a8e8e9c2,9,1,5,3,IS256;IS3;IS5;IS630;IS66
NZ_CP125892.1,c9b0580906307f3398fa1b0fee92b6d0,2,1,1,4,IS6
NZ_CP028312.1,c9b6bfcd9fe0f49bbbde300b6b4fce1f,3,1,1,2,IS6
NZ_LR135245.1,c9b7892448aa8ef07aaa63d4c0fca85f,1,1,1,2,IS200/IS605
NZ_CP065704.1,c9bf488a4a4f2a6fe92fb2869531caea,3,0,0,0,
NZ_CP035297.1,c9c9670b42b038887802438d45723313,1,0,0,0,
NZ_CP013665.1,c9d28a98b7eb46ec92de6d63028b9805,1,0,0,0,
NZ_CP055249.1,c9d2f434a3033187b7422d7a4efe180e,2,1,1,2,IS6
NZ_CP038464.1,c9d495328ecac91ea53f4ad3bfb6837c,2,1,1,2,IS6
NZ_CP057315.1,c9d4c6fc47238e0741fec0412d1bf49a,3,0,0,0,
NZ_AP022205.1,c9d966ecfdd216e093b84884bfd46679,1,0,0,0,
NZ_CP088201.1,c9daa6847d94f6508470357cecf5a0a3,1,1,1,5,IS6
NZ_CP010248.1,c9dacd37c15baa321c4aff7d857d5cc9,3,0,0,0,
NZ_CP089045.1,c9eeb3f82971cad558ea257d3c5d667d,5,1,0,1,
NZ_CP065118.1,c9ef40fcf36cbc61bb117c8cf5732f91,3,1,1,2,IS6
NZ_CP021134.1,ca039c1a18166009eb2ec33eff39342a,1,0,0,0,
NZ_CP053574.1,ca041df9d8a12a71c5c401af48fad801,4,1,0,1,
NC_012780.1,ca08854c6664eb2c1d40e266c61a44c1,2,1,1,2,IS256
NZ_CP065775.1,ca0d51bf3da081d36f645f9d1213bd4e,1,1,1,2,IS6
NZ_CP137418.1,ca17a26157b404ecb9d5838870cb8f26,6,1,4,4,IS1;IS110;IS5;IS6
NZ_CP071327.1,ca18f8ccebb03dbf710d2d7dc6917c43,2,1,1,2,IS3
NZ_CP074185.1,ca1aabcc651235cf45006be5965e280f,1,1,1,2,IS110
NZ_CP064657.1,ca1d1c9240fff95b01c1b4dd4e9348f8,7,0,0,0,
NZ_CP082350.1,ca20a81306dca2a1d930e09046c996ca,3,1,3,2,IS5;IS6;IS91
NZ_CP056382.1,ca263393e0f13f6a37fb6f59ab869ac7,8,1,3,2,IS6;IS630;ISNCY
NZ_CP075470.1,ca2a8c3bca91fb7b2f29c8f6a610420d,6,1,1,5,IS6
NZ_CP079766.1,ca2e53b6ad085b079a21d8e7784fec80,7,0,0,0,
NZ_CP076271.1,ca30461d1da7e49b5f1c6b5f426ab7e5,2,0,0,0,
NZ_CP123925.1,ca3da7bc5ef6b9cbd84ded5d177b48f0,7,1,4,5,IS1;IS21;IS5;IS6
NZ_CP024061.1,ca436da77d944420923321b426b102ee,1,0,0,0,
NZ_CP125902.1,ca4375ec20d9822ab687b554dfc2d5d3,1,0,0,0,
NZ_CP092919.1,ca46ae02132338225dd2043b60744eba,1,0,0,0,
NZ_CP093943.1,ca47ca00e47406dec37b67cc74659fa0,2,1,1,3,IS6
NZ_CP014292.1,ca4926140c9b552b90215b95a4a1378b,2,1,1,2,IS30
NZ_CP089037.1,ca4c9596e8195b2d82c579d29b6f345f,1,0,0,0,
NZ_CP066840.1,ca58771a4c3baf3d922aa789a94d77b9,4,1,1,2,IS4
NZ_CP055025.1,ca64aa65c9db71ca5f7fcd3d2009810d,4,1,1,3,IS6
NZ_CP077692.1,ca65ce2e773ad8d5599778a4901d33f7,4,0,0,0,
NZ_CP092205.1,ca66207f986fd04e5ad7cae775f1e7e5,2,1,1,2,IS5
NZ_CP028316.1,ca6763438271abcb58d8765cc61cdd6d,4,1,1,2,IS66
NZ_CP098445.1,ca67c84fd5c9748dce2c31658c63c6ba,5,1,1,2,IS6
NZ_CP033961.1,ca68694c7acad4dcdaf54eed6cdbd145,5,0,0,0,
NZ_CP038497.1,ca6950da170fe39b1e596ea619615ea9,1,0,0,0,
NZ_CP025493.2,ca69e5a66742eb9993372f9cda4309c4,1,1,1,2,new
NZ_CP065623.1,ca6f61320d00dd0f9bea9104cc7b37c6,10,1,1,3,IS21
NZ_CP019161.1,ca7054ffe9d881358557da069d910f3f,4,1,1,2,IS3
NZ_CP125637.1,ca71af64479e82b0f663861828e64c2c,3,0,0,0,
NZ_CP133207.1,ca71fd5e1e8973d999db6316e6ae0bd1,1,1,1,2,IS6
NZ_CP032798.1,ca739f4962f923f65b8426e8da61a859,1,0,0,0,
NZ_CP059837.1,ca78bf8270a45a98d39949b83a483ea3,1,1,1,3,IS6
NC_015970.1,ca7c44ff5400e991689410f4ea10d0b4,1,0,0,0,
NZ_CP046526.1,ca7ce99d33caace6c4072ac0155f5ebd,1,1,0,1,
NZ_CP053224.2,ca850d4b7144c69f5c470b376543c609,1,0,0,0,
NZ_CP085892.1,ca856172ec19a3204be631fd1ed7999d,2,1,1,4,IS6
NZ_CP081040.1,ca8cc24690e2d7ee9d9deaa1421ea1fa,4,1,1,2,IS3
NZ_CP089935.1,ca8da3a359e6b6cf2f7dc7d23b220026,1,0,0,0,
NZ_CP004396.1,ca8ec010cf19117e6da40eac85fbdcee,3,1,1,2,IS256
NZ_CP117872.1,ca9116af657880259a028adf4bca9adc,2,0,0,0,
NZ_CP050093.1,ca91d548419380d58d0e0779cf76cd95,1,0,0,0,
NZ_CP045303.1,ca9456bba370b4ad15f9b15336cbb793,7,1,2,2,IS5;IS630
NZ_HG004427.1,ca96d66445129af7f8898d108520ab18,1,1,1,2,IS200/IS605
NZ_CP132320.1,ca9b13cab4fbbf2dd3dc92de656ae156,2,1,0,1,
NZ_CP030049.1,ca9b45311c56dd930ce7c8a398c126f8,10,1,1,2,IS66
NZ_CP024522.1,ca9bffb67e807ea959fb854864a3f7b5,3,1,2,3,IS3;IS6
NZ_CP003957.1,ca9d900975c0d5656c19c788247c0ceb,2,0,0,0,
NZ_CP028684.1,ca9f956c87006f23961256857bde056f,1,0,0,0,
NZ_CP091774.1,caa44b5bd61279821ae24e32a001018c,4,1,1,4,IS6
NZ_CP036247.1,caa46f6c9b21114ac0072bf343034f0d,2,1,1,2,IS256
NZ_CP087020.1,caa570f4c2bd17e46824bc475c7e4f77,4,1,1,2,IS66
NZ_CP018257.1,caabf360f5f13ece32fa4e47afccabef,1,0,0,0,
NZ_AP022541.1,caac1c60d0c6a032b734b656c01a8568,2,1,1,2,IS6
NZ_CP087267.1,caac4720a99cfbb6c8cddece2cf90516,6,1,1,2,IS3
NZ_CP138826.1,caad717568736d583b0cbd86a2ee635b,2,1,1,4,IS6
NZ_CP029181.1,caae03979544074439a654406f705375,5,1,2,4,IS5;IS6
NZ_CP046959.1,cab1aa007dd7eb163fd26afe12e8da0b,1,1,1,2,IS6
NZ_CP129673.1,cab5da0ace95326026972d653cb973a6,1,0,0,0,
NZ_CP016686.2,cabaa871279d535f5c50f3a907c7f168,1,0,0,0,
NZ_CP061709.1,cabdfb171aff4f263783ef7b8d2a3b7e,1,1,1,2,IS5
NZ_CP014997.1,cabefd6531761e15c6b8f70bc5dd469c,1,0,0,0,
NZ_CP067067.1,cac24b5cf126d5c979abaf1f3c4923ff,6,1,1,6,IS6
NZ_AP027298.1,cac61b0d80a91627e93af9de6fb2086d,1,0,0,0,
NZ_CP103706.1,cac6ad7130aef892e9d87a72190d4840,1,0,0,0,
NZ_CP080359.1,cad0ef58a1869713365ad819b5d0f7a0,2,1,1,5,IS6
NZ_CP098351.1,cad82a7fb42380475fca362bd4b273de,6,1,1,4,IS6
NZ_AP025658.1,caddeaaff03bbea7c3132fe383c76792,5,1,2,2,IS1;IS6
NZ_CP134535.1,cae882c15a0d43c3b8fe3b5a9b83717b,1,0,0,0,
NZ_CP013805.1,cae8a5af006f6859f6b2ae34a3384c2f,2,0,0,0,
NZ_CP042619.1,caec6dc19f75ca9b72a83a37cfca42bf,1,0,0,0,
NZ_CP043463.1,caedd1871dd65326e5c4a3b1fb51073d,2,0,0,0,
NZ_CP143921.1,caf1bd054d30452e0d16e305339c0a8c,3,1,1,4,IS6
NZ_CP129798.1,caf280bb88b30bf9430dd06496ac8d43,2,1,1,2,IS1
NZ_CP021163.1,caf36f90bd02becd4d07862997485016,3,1,1,2,IS6
NZ_CP133371.1,caf5af76eacbf72bb32e2adb66d223d7,3,0,0,0,
NZ_CP084493.1,caf63a894b924cbe414c45b689949a10,7,1,3,4,IS3;IS6;ISNCY
NZ_CP116102.1,caf8e23fec673b5d59807ddc7c37d41a,1,1,1,2,IS6
NZ_CP048135.1,cafcc9e237dc79579fd787780ed22e51,4,1,2,4,IS6;IS91
NZ_CP119987.1,caff849f8556aa3eff52f020ad5493e2,8,1,1,5,IS6
NZ_LR135385.1,cb0385725e253957d8f76f8d27f5d411,6,1,3,4,IS3;IS30;IS6
NZ_CP052879.1,cb09e3645ed52a7731b1bc3cac9c9c8c,2,1,1,3,IS6
NC_022225.1,cb0d4038bb3d0b422bff658865855ad4,3,1,3,3,IS5;IS66;IS91
NZ_CP020886.1,cb126d6e751c068135cb9c29efee2379,2,0,0,0,
NZ_CP088117.1,cb12dff883bd03637930a8a58ff5c87c,8,1,1,3,IS5
NZ_CP004861.1,cb13f96e140914f5895eb359142d00a4,4,1,1,2,IS21
NZ_CP140092.1,cb1462a03a6f11a62e6c6cd54954a0a6,1,0,0,0,
NZ_CP006743.1,cb193bca71a35e9817e67aa576067ec1,3,0,0,0,
NZ_OX030729.1,cb1a40c0889dc6aaa1bcb64a199ba552,3,1,1,5,IS6
NZ_AP024326.1,cb1c6b260a2a32663542cd0ea0ae59e0,10,1,2,2,IS21;IS630
NZ_CP016492.1,cb25e9941f14a0621f11c3a42c58b6fd,1,1,1,2,IS30
NZ_CP034934.1,cb29b3851fccf60e21fc18e147faf73b,7,0,0,0,
NZ_LR135175.1,cb2add77bdf0d916f64cfb5758d6de9e,7,1,1,3,IS256
NZ_CP051357.1,cb34b6bb586d1f78b41b80289fa5ec6c,3,1,1,3,IS6
NZ_CP091705.1,cb38e79a756b9d03d8fa931373cd00e5,2,0,0,0,
NZ_LR881937.1,cb3b3200d38e9d892a4abfe1558bd810,1,0,0,0,
NZ_CP028810.1,cb4328756ae6c745c780791869521189,2,0,0,0,
NZ_CP090826.2,cb45e3876fd3db96fbcf7661338c4ce5,2,0,0,0,
NZ_CP077735.1,cb46ec9388a9453d18dc9394e6d90eaf,1,0,0,0,
NZ_OW970562.1,cb4afafcc355c4213cfae0d98f2d914e,3,1,1,5,IS6
NZ_CP068620.1,cb52049947ba25fddfde9ee794071f84,5,0,0,0,
NZ_CP121481.1,cb5465d6db61bb5da2cedcdf1485413b,1,1,1,2,IS6
NZ_CP068016.1,cb5474282b75e6613e312d5e973e6cd2,7,1,0,1,
NZ_CP135690.1,cb5cf82673620e74fe232d93db730a2b,1,1,1,3,IS6
NZ_CP047308.1,cb5d05b4492b1959ec9bfa9cfed0ce22,1,1,1,2,IS6
NZ_CP068609.1,cb5f182531e81f58b2961da61a804bab,3,1,1,3,IS6
NZ_CP064259.1,cb5f5c53c14600d50642adebbc14ca82,9,1,3,2,IS1;IS5;IS6
NC_021988.1,cb64c56cf1afdfbc0b8518e76c3f49ee,1,0,0,0,
NZ_CP031081.1,cb65634471eb0685dee8315dd59d6598,5,0,0,0,
NC_017580.1,cb6569c5f9cb510d1704b640a5a1b8b2,1,0,0,0,
NZ_CP080541.1,cb65910f9d22bd8dd9658102c4130e03,4,1,1,3,IS6
NZ_AP025755.1,cb7ca1bff2e6ceeaa09e446950924b23,6,1,1,2,IS3
NZ_CP065610.1,cb8593ce2c30a7a5a128747b43249756,3,0,0,0,
NZ_CP115715.1,cb86860fc6ad9600a975bf902bdf9788,1,0,0,0,
NZ_CP098765.1,cb87552320da11bbe15409108ab12203,2,0,0,0,
NZ_CP035000.1,cb8876fa16375031c9efcf0adcaa67f1,4,0,0,0,
NZ_CP012278.1,cb9142d5f8f5542e3579504527e2750e,5,0,0,0,
NZ_CP025467.1,cb91659c2ac408465b939787e571ff58,3,0,0,0,
NZ_CP083450.1,cb9dff549585d658d26e8259266e996a,1,1,1,4,IS1
NZ_CP142384.1,cb9fd4d1323ce979d375236cd385dad6,1,1,1,2,IS6
NZ_AP024213.1,cbaafc4b3200a3101e30526336bffefd,1,0,0,0,
NZ_CP033103.1,cbb100632cebab9260e0039998ed4d53,7,1,1,7,IS6
NZ_CP124701.1,cbba9738708be8f94f5a0e1487d57444,1,1,1,3,IS6
NZ_CP013803.1,cbc3698accf4ae9059848a85090eda74,3,1,2,3,IS30;IS5
NZ_CP094281.1,cbca3d6c78af52201d79e384387ec125,3,1,1,2,IS5
NZ_CP033755.1,cbcb01410a934439e4ceb067d1008ef7,2,1,1,2,IS6
NZ_CP043336.1,cbd9f522733ec1b75bca00ac30d755a1,7,1,1,7,IS6
NZ_CP032414.1,cbdddca9488e6343eb8c5c902dda39b3,1,1,1,2,IS6
NZ_CP069667.1,cbe49c86d0784b674fdb122f626ed56d,3,1,1,2,IS6
NZ_CP124828.1,cbe9347b5fec522b5ec0883ca101d5a6,5,1,1,2,IS3
NZ_CP098142.1,cbf21364d2165c11960bcf16593b672f,4,1,1,5,IS6
NZ_CP104693.1,cbf379dff7b8975cc675a3f13450d79c,1,0,0,0,
NZ_CP061829.1,cbf8f01878e74e4446798e68a024f255,2,1,1,2,IS30
NZ_CP143588.1,cbfa28c18aaa4e6866ec4bab9c9a4f8f,1,0,0,0,
NZ_CP118441.1,cbfabeaea3452d6666ad8aa23be628a7,5,1,2,2,IS4;IS6
NZ_CP053545.1,cbfbb6b53a206f9ff2f35c1edf9d290b,1,0,0,0,
NZ_CP013562.1,cc08e46d47022caeed03e454ed9bb7b6,2,1,1,2,IS66
NZ_CP096257.1,cc104814632398a5baf4136b78deacb6,7,0,0,0,
NZ_CP015838.1,cc1381560f1e951f121636bf4451bf90,1,0,0,0,
NZ_CP018366.1,cc15cab4cce41490a5db5d974096829a,2,0,0,0,
NZ_CP035838.1,cc1889c04f2a58ce724c32fa11b65d14,2,1,1,2,IS1
NZ_CP122723.1,cc28eb72daf89abd2f93cd5413b5f43f,1,0,0,0,
NZ_CP115005.1,cc2abbb8341a85a3c93769148f137c3e,1,0,0,0,
NZ_CP038406.1,cc2ba79c9a796dd58d37add69757ec6b,1,0,0,0,
NZ_CP021811.1,cc2c55d99ec507de3a9801bc6096c672,2,0,0,0,
NZ_CP103746.1,cc2cfb8b6a36d667f52f5a460a4a9ac7,6,1,1,3,IS6
NZ_CP101557.1,cc2d4c32e639c4021dc2095de29c0009,3,0,0,0,
NZ_CP047732.1,cc2e213c1855362716efcf9bb1fa2e5f,2,0,0,0,
NZ_CP016739.2,cc312b5feb04d8a99842dba65f50afbe,3,1,1,2,IS6
NZ_CP077784.1,cc332e03c85a498f69a2547de561cd95,6,1,1,6,IS6
NZ_CP022155.1,cc341348a01d31c5c0bcf8b56abeb0c0,7,1,2,3,IS110;IS6
NZ_CP091955.1,cc41de4beba26ce07e279a5455525acc,3,0,0,0,
NZ_CP018663.1,cc461adcc7c98727330fc6dab4de3f86,1,0,0,0,
NZ_CP139168.1,cc49f8774c7de0bba51dd918b1921a8d,6,1,2,2,IS21;IS4
NZ_CP029598.1,cc53d7a8c9cc3ed74746062703bed2d2,4,0,0,0,
NZ_CP032685.1,cc53e8fcd9b1bc236ff7e69b16e7cdc7,3,0,0,0,
NZ_CP122833.1,cc5bb9592b3818431e5550389b8c0775,1,0,0,0,
NZ_CP042509.1,cc6448bd2ccbf2c8f1c5d40461f0584b,1,0,0,0,
NZ_CP071847.1,cc65f83b1587d1b94bf4e8d00f769161,1,0,0,0,
NZ_AP022957.1,cc69ccbc746ff43bc42c29bed8556c7e,3,0,0,0,
NZ_CP085755.1,cc6aea87b78b4a0e82d59cd23a21f8e2,4,1,1,8,IS6
NZ_CP073792.1,cc6b0e43f617308872c380d15597597b,4,0,0,0,
NZ_CP059819.1,cc6ffcb3881c3a005ab3927d05fdad94,2,1,1,2,IS6
NZ_CP058834.1,cc726093973cd4cbc89a6b6de1e757ae,2,1,1,2,IS6
NZ_CP061760.1,cc73f933782ff78ca1eb75fcb656568b,4,0,0,0,
NZ_CP050727.1,cc7475daf64dd3ea83075feedeade8a0,3,1,1,9,IS6
NZ_CP043524.1,cc765e7c8e7facaaaa632336f6185995,2,0,0,0,
NZ_CP086903.1,cc7a0b828f502020bf2eb912743db6f5,3,0,0,0,
NZ_CP018064.1,cc7b59f9fe1f8d040bf0744921cee089,7,1,1,2,IS3
NZ_AP022202.1,cc7c349c8d8efb55a8b02d28829b23f2,5,1,3,3,IS1;IS110;IS6
NZ_CP028597.1,cc854f1ab5cc66c89cca0a2c33051f04,1,0,0,0,
NZ_CP109461.1,cc8802413db7cac5432330d2e5601a5c,10,1,6,4,IS110;IS21;IS3;IS481;IS5;IS701
NZ_CP084508.1,cc8cd1f5ae22ba67edeb9efc012f9da8,5,0,0,0,
NZ_AP022401.1,cc8dc5c15ecda41819dcdc7f881565ec,1,0,0,0,
NZ_CP048648.1,cc8f98270d1cb5e4915f9c453d8abf6b,3,0,0,0,
NZ_CP032166.1,cc95ccdf8115d81f4e5d83e0743daeea,2,1,1,7,IS6
NZ_LR536451.1,cc96b9295e22482dbd70c70ca67dfc99,2,0,0,0,
NZ_CP058197.1,cc9864649cf4efd2bd0beea6e10d53d8,5,1,1,2,IS5
NZ_CP035380.1,cc9a7984fcb4c0a86b800a04c22a5472,2,0,0,0,
NZ_CP091493.1,cc9b1346c2f9139cde81e76ca6bfa1be,3,1,1,5,IS6
NZ_CP069455.1,cc9c48012d108d72394975889971111a,1,0,0,0,
NC_003037.1,cc9c8217bcf56cc94c2d19404cfe60ca,7,1,2,2,IS30;IS630
NZ_CP130686.1,cc9e378fee725e9037dfe8a97811d3d1,3,1,1,5,IS6
NZ_CP039738.1,cca114fb38a81894ee801d382a7cf409,2,1,1,2,IS5
NZ_CP119735.1,cca290ae79c04e4b727bf8b32acf7d53,2,1,2,5,IS5;IS6
NZ_CP026397.1,cca924c8087c3a9c07dbe782f469f7fc,4,1,2,2,IS110;ISNCY
NZ_LR135310.1,ccae7db209cede5b02cbeaaf49089824,1,1,1,2,IS6
NZ_CP099305.1,ccaeac4a408c876743ecd48031dfaa8d,3,1,1,3,IS6
NZ_LR135239.1,ccaed73d5fa435540e5174e71f0428e2,1,1,1,7,IS6
NZ_CP028969.1,ccb0b0136a6793987e825cbb17ed9d1f,1,0,0,0,
NZ_CP142047.1,ccb5faa77dd211ca0a2fc9421bcfc919,1,1,1,2,IS30
NZ_CP142957.1,ccb78e16d1d5cb80193701d6559153d0,3,1,2,2,IS6;new
NZ_CP021686.1,ccba19244c0c813147d53f70ffee87d6,5,1,1,2,IS66
NZ_OW969634.1,ccbc545b36b4e5b84c795360c75874a2,4,1,1,3,IS6
NZ_CP100220.1,ccbd3ad8ecbdb3e7f4585a4984d2ff90,2,0,0,0,
NZ_AP025778.1,ccc3db59a245a5bb1ca6f0cd2b165b3a,6,1,1,4,IS1
NZ_CP010729.1,ccc44492b6e2672463a9e7e89f6f1780,1,0,0,0,
NZ_CP090412.1,ccc5029750ef4a3df1bfa6e63c79ced7,2,0,0,0,
NZ_CP135211.1,ccce477dc6f83923088d86483f0ad222,5,1,2,3,IS1;IS6
NZ_CP042526.1,ccd48c087185642ad88f483f6f9ff833,1,0,0,0,
NZ_CP084853.1,ccdd4a4b40aa996c7bbc2598c69b25fd,4,1,1,4,IS6
NZ_CP077671.1,ccde081b673d2502f87b1960ab938057,4,1,3,7,IS3;IS6;IS91
NZ_CP103732.1,cce0db23709d04e220e55891188c0dfa,5,1,2,3,IS5;IS6
NZ_CP072415.1,cce46025e9f37362ab93d975bf6a9cf7,1,0,0,0,
NZ_CP090344.1,cce50e1a63eb6f4a902bc173ba3f09f9,3,1,1,2,IS5
NZ_CP098346.1,cce5136089360f9d0fc602b5ee375915,2,1,1,2,IS5
NZ_CP045036.1,cce60a6724122b309e10a023da8570f6,3,0,0,0,
NZ_CP091063.1,cced145682d2479337ed2f56d5622e27,2,1,1,3,IS6
NZ_CP023562.1,ccf43885459e443ddcc335ef36389d0a,1,0,0,0,
NZ_CP015086.1,ccfd0e74e4f4158a2713c4414eff7d61,5,1,1,5,IS6
NZ_CP109990.1,cd0210a0161299ec3a173baabe796bae,1,0,0,0,
NZ_CP014524.1,cd030b2d54d93549b5dc6ad25cdbc078,1,1,1,2,IS6
NZ_CP049120.1,cd03fdf5c102ae134b93a1aebd7b31f5,1,0,0,0,
NZ_AP022402.1,cd040a31fa5e46d4374a8086a49128b2,3,1,1,2,IS110
NZ_CP019009.1,cd085a28e083abf7ae8695a8eb33db38,6,1,2,4,IS6;IS66
NZ_CP039793.1,cd090952e6f0c4c48ad4eda62bd07e11,8,1,3,4,IS1;IS5;IS6
NZ_CP088983.1,cd0e974d42862355f00d2cfd82bf13ef,1,0,0,0,
NZ_CP053738.1,cd11de4511e813c2e44d95be9b26ab49,4,0,0,0,
NZ_CP064910.1,cd12c52550fa9e95d415a4ea184abe73,3,1,1,2,IS6
NZ_CP135467.1,cd19c676cd45b1e97b8c1e084d4a7e66,2,1,1,2,new
NZ_CP043899.1,cd1c26253463f9ce26789146e42af792,1,0,0,0,
NZ_CP070159.1,cd1d13d6252311e214be25cfa97bc482,6,1,1,5,IS6
NZ_CP030924.1,cd1fc91b66eb7d54cc864fe7279f3326,3,1,1,4,IS5
NZ_CP024268.1,cd20cc8c2540cddc25037711fba7b140,5,0,0,0,
NZ_LN831304.1,cd25861891a7b1e5908a02ac8b2286e7,2,0,0,0,
NZ_CP042971.1,cd3390d5c4491185aa63b49df94cd642,2,0,0,0,
NZ_CP023348.1,cd3c7c2ef0624c44870b9f984f41faf1,3,0,0,0,
NZ_CP029987.1,cd3e6287c872b4cb68bbe2c1c39f4ffb,1,0,0,0,
NZ_CP129880.1,cd3f2d0b4d2d3adbb77b26a1a5d46d75,2,0,0,0,
NZ_CP029957.1,cd4358d324d655a4feb50bbb1aec6338,3,1,2,3,IS1;IS6
NZ_CP014937.1,cd46e2beedfce1f0ed3002e37c494322,4,1,1,2,IS982
NZ_CP122818.1,cd498925f28187d2a5c8e9668190f0be,3,1,1,3,IS3
NZ_CP094934.1,cd4c40d9f1b93be459a495718b376562,1,0,0,0,
NZ_CP076826.1,cd4eb559bce868c3d94c0cbdf5fade76,3,0,0,0,
NZ_CP042574.1,cd741f608461031856865ea5af99f9d0,1,0,0,0,
NZ_CP053472.1,cd757f396e35d200a2408bd4d3c2216f,1,1,1,2,IS6
NZ_CP113011.1,cd764d02997ff0cd81cdef2fb5e390a7,1,0,0,0,
NZ_CP056193.1,cd7ac1b4cf3835c9ef369f0f57149d37,3,1,1,2,IS110
NZ_CP087721.1,cd808cfcd815695a2f34cad483981734,1,1,1,2,IS1182
NZ_AP024116.1,cd80ac557e852197bb21a55bc0090c64,1,0,0,0,
NZ_CP023355.1,cd82e361f4d72571d06388d3d9e1b75c,1,0,0,0,
NZ_CP064230.1,cd83041934ffdadece5334052d18d37c,7,0,0,0,
NZ_CP106960.1,cd86ec2fb0e0a200331a5a95c5d6f930,2,1,2,2,IS1;IS6
NZ_CP029274.1,cd877c22faf297b87c54fea3f6cafa6a,1,0,0,0,
NZ_CP085077.1,cd888ef4f97cf61bd7c11b7440748a70,1,0,0,0,
NZ_CP102429.1,cd8a23b81f08b5df3a9b7f3945fd8dbf,1,1,1,2,IS3
NZ_CP064386.1,cd8e667b673afa3d6392c496bd3955f5,1,0,0,0,
NZ_CP060835.1,cd9042ce527e6a172029db45ecabcf22,6,1,1,3,IS6
NZ_CP097720.1,cd96abb2779b7df9839e846bd883a001,5,1,2,2,IS1;IS66
NZ_CP053766.1,cd974a06d29acfb268dc053cdf4f6319,6,1,1,3,IS6
NZ_CP124842.1,cd988438174f1476bab8de9a2cba27fc,5,1,2,4,IS3;IS4
NZ_CP014328.1,cda2d4ddad45d16aa454274c141c3ed0,1,0,0,0,
NZ_CP036025.1,cda38b020b086b8e7c8e019fb528c4a2,3,0,0,0,
NZ_CP135958.1,cda53dcda190e28547ae6e09e939997a,4,1,1,2,IS66
NZ_CP110937.1,cdb533e6b003c9e27c89bc4e593c4026,3,1,1,2,new
NZ_CP096235.1,cdbdce5f49f029019ba1e884dc8c8198,7,1,1,2,IS5
NZ_CP054022.1,cdbee68173ac9ff1621c35b1b389ca37,2,0,0,0,
NZ_CP096277.1,cdc4bdc71d2335afeb91d4e19b92f174,1,1,1,3,IS256
NC_012579.1,cdc6f9b255a6687d35c6c77246bdafba,3,0,0,0,
NC_013930.1,cdc96074d724903c1d5968c3d1e127e2,1,0,0,0,
NZ_CP139692.1,cdccc359fbef36c14fd7982b3030677f,3,1,1,2,IS256
NZ_CP089160.1,cdd3c4dfae2e6a774fd6292803677606,1,0,0,0,
NZ_LT960778.1,cdd4e802fdf3ac813a1826b7dacfcdd4,1,0,0,0,
NZ_CP021182.1,cdd771f40563ce3cf75b68dcf83e9117,2,0,0,0,
NZ_CP119736.1,cddee66ce125822e3c95347c2ea89113,3,0,0,0,
NZ_CP027321.1,cddeedce50f73104f60beb028dd76080,3,1,1,3,IS66
NZ_CP028380.1,cddef59ee37ff941f101e775be8bd245,3,1,1,3,IS66
NZ_CP014853.1,cdec193344d32953a1c8d419b73ee3a0,3,0,0,0,
NZ_CP132665.1,cdefb57c9a2cecc5b5aadc3eb2fd3ad6,6,1,1,3,IS6
NZ_CP068181.1,cdf43959b027bcbbeb16b6d38cd2edd7,3,1,1,2,IS5
NZ_CP050380.1,ce004f535c139cdece6a21b4f0e79a2d,6,1,3,5,IS110;IS5;IS6
NZ_CP032486.1,ce01c05da656b51d870b8d75fd08023a,2,1,1,2,IS110
NZ_CP064699.1,ce02012022b86faed552c7e9cdeac957,1,0,0,0,
NZ_CP140824.1,ce05e163178ad1ece52f61a3a2adc0aa,1,0,0,0,
NZ_CP115702.1,ce07a70e26625fd86ec1f50e5930f878,2,0,0,0,
NZ_CP097193.1,ce09f1123fdc2a9739183032d45d50b1,2,0,0,0,
NZ_CP050718.1,ce0f53c9e5c1bccdfb65521011ae8530,1,0,0,0,
NZ_CP089386.1,ce1089c0fd85b8c1561e21fda8ea173b,8,1,2,2,IS1;IS6
NZ_CP069561.1,ce1339c8be9107496cd5efb42fd5ecd1,3,0,0,0,
NZ_CP035845.1,ce142335a885618613d0a06b83b38b4d,5,0,0,0,
NZ_AP022908.1,ce1a047231031671833d91c518894942,3,1,1,2,IS4
NZ_CP133399.1,ce1a449c0b3337213e1b9477a082de04,3,1,1,4,IS6
NZ_CP023942.1,ce1bd2bc8dbd19fc4d3305587060b597,4,1,1,9,IS6
NZ_CP047741.1,ce1db701ac658736698eeefb67832c13,4,1,1,2,new
NZ_CP060513.1,ce1f1a071285372ba62d15dee7e7ed52,7,1,1,3,IS6
NZ_CP115838.1,ce200c181809e5aaf31d58ebf00fa22f,1,1,1,3,IS6
NZ_CP058357.1,ce20d57868f968cc292f657b53f7708f,1,1,1,2,IS6
NZ_CP032356.1,ce27bab7ac39fbbf8965e7071fcd06ca,3,0,0,0,
