md5,representative_acc,n_accessions,all_accessions
c36d90ade9da09ad6e4b1b8f3589c64a,NZ_CP046492.1,1,NZ_CP046492.1
c3702046fb7d548597cc1531a331cae5,NZ_CP084526.1,1,NZ_CP084526.1
c37199b84d0eeb694a8cb468b95bf500,NZ_CP085715.1,1,NZ_CP085715.1
c375fc8d2ea546c1e1a771761dd93192,NZ_CP033797.1,1,NZ_CP033797.1
c3763bb0d78c8b9ca5689c78969a7e11,NZ_OX460318.1,1,NZ_OX460318.1
c37842bd90a5175a229f6b0f0046e126,NZ_CP022726.1,1,NZ_CP022726.1
c37cf5baf7f44957c446f8656f368a46,NZ_CP100074.1,1,NZ_CP100074.1
c37e5d4459dd5f3154826cd7190654fa,NZ_CP027195.1,1,NZ_CP027195.1
c37ea60d0d624acdea0c6c6532033899,NZ_CP008851.1,1,NZ_CP008851.1
c37f81443b6eaaafb7720639fd3ff764,NZ_CP122473.1,1,NZ_CP122473.1
c37f9f6e5b9aca74443ca6862a7c45a8,NZ_CP068700.1,1,NZ_CP068700.1
c381c26a84ad0fbcede93f0e4a21f167,NZ_CP055419.1,1,NZ_CP055419.1
c383d9b42781a62be9c2a62b93d762b1,NZ_CP097295.1,1,NZ_CP097295.1
c387ff09443c31623ea7143fbbdc2dd4,NZ_LR594693.1,1,NZ_LR594693.1
c38887737e84e1d55884fcaae5ca293d,NZ_CP009252.1,1,NZ_CP009252.1
c38902824bef3bd9dc7c796b58712641,NZ_CP015340.1,1,NZ_CP015340.1
c389bbdefd954ef1138207ba153408b9,NZ_CP024629.1,1,NZ_CP024629.1
c38a0ff8c967dfb8b92a11020e06daa1,NZ_CP034800.1,1,NZ_CP034800.1
c38acb6435a7f6b89ed0b63d849e14e9,NZ_CP028781.2,1,NZ_CP028781.2
c38b34f3fdd9eb74a91f8eebe03e3ce0,NZ_CP117026.1,1,NZ_CP117026.1
c391f08518912008b9272761870b3c99,NZ_CP033100.1,1,NZ_CP033100.1
c392f6ac774996b4d356347e23a36690,NZ_CP094593.1,1,NZ_CP094593.1
c39336aef22dc5524f54434ed21f630d,NZ_OW968329.1,1,NZ_OW968329.1
c398c236537c8585a406d80e523bd033,NZ_CP071529.1,1,NZ_CP071529.1
c398da8c12fd78c1ed801d22f2fcbdd3,NZ_CP070247.1,1,NZ_CP070247.1
c39a3dbe35267b386079daa24334df91,NZ_CP080588.1,1,NZ_CP080588.1
c39ad860cf33c0488516ae7f18cf0696,NZ_CP071470.1,1,NZ_CP071470.1
c39bf9aaecb3942ed24f19be2f9e5337,NZ_AP022813.1,1,NZ_AP022813.1
c3a255ac6f59e17e862021f6a897e46d,NZ_CP077323.1,1,NZ_CP077323.1
c3a3d1afb5f1594a7b97c6dbfbc1c56d,NZ_CP029389.2,1,NZ_CP029389.2
c3a570725898a43a71e6ffc740999bec,NZ_CP091211.1,1,NZ_CP091211.1
c3a589a5b493d7e85123aaae773e4060,NZ_CP027185.1,1,NZ_CP027185.1
c3a779c6ccb4bb65527c4cd5e5269368,NZ_CP104480.1,1,NZ_CP104480.1
c3a833e5aaeb849c408b4cfaf700c580,NZ_CP091331.1,1,NZ_CP091331.1
c3ac8040b28014daad26b9f33267b6ba,NZ_CP044402.1,1,NZ_CP044402.1
c3adaab2125246a27f1c9b651a296de6,NZ_CP061572.1,1,NZ_CP061572.1
c3b48dee3843da6e0ebd0ab793232091,NZ_CP075655.1,1,NZ_CP075655.1
c3b54ea0ef56c7129913eb417028876c,NZ_CP093194.1,1,NZ_CP093194.1
c3ba6bf79ea6f435a88bbe8636271f8d,NZ_AP022015.1,1,NZ_AP022015.1
c3bd1a3b546dfefc342442f1065af68b,NC_007960.1,1,NC_007960.1
c3bd49f3ebb519661a0933a4c8eaca4c,NZ_CP139648.1,1,NZ_CP139648.1
c3be78f31d1f2c6bffb1e14b1212d151,NZ_CP115331.1,1,NZ_CP115331.1
c3c93f62e723e85e6c5e69b63a0d4368,NZ_CP016271.1,1,NZ_CP016271.1
c3ccd06391f865674d246c25643c2ae6,NZ_CP086941.1,1,NZ_CP086941.1
c3d108019f34df301ed2479a35618659,NZ_CP042376.1,1,NZ_CP042376.1
c3d3e4ca864dded6b84356f8340741d2,NZ_CP048060.1,1,NZ_CP048060.1
c3d5e74556f908ee7dbc4008cb7b0bc6,NZ_CP014580.1,1,NZ_CP014580.1
c3da168bf6595cc1b6c4e2afcab3a88f,NZ_CP019910.1,1,NZ_CP019910.1
c3dfc882116b3c262daa3eb06828e5ed,NZ_CP141050.1,1,NZ_CP141050.1
c3e5909f634cf211e4576cc2f74a4199,NZ_CP051135.1,1,NZ_CP051135.1
c3e64af91686f2f658d198096ff64e71,NZ_CP063154.1,1,NZ_CP063154.1
c3e96abb345747c98a811a79c227729d,NZ_CP117003.1,1,NZ_CP117003.1
c3eab8164d1cc9e3ff70965337b61a43,NZ_CP073678.1,1,NZ_CP073678.1
c3eaf23df7564d015bb6d989ddc9cb11,NZ_OW443149.1,1,NZ_OW443149.1
c3f0aa854d19ad909f7867028004876e,NZ_CP013790.1,1,NZ_CP013790.1
c3f337832980a1f20b5d42dbe17cbfc1,NZ_CP075535.1,1,NZ_CP075535.1
c3f7f3f5c50a17fe20f2bb1b84c40ebd,NZ_CP076822.1,1,NZ_CP076822.1
c3f85a91b83d975918cf85eb8e166845,NZ_CP138544.1,2,NZ_CP138544.1;NZ_CP138558.1
c3fc7a98bb2bb33badc5a4f3c3a8dcf9,NZ_CP074025.1,1,NZ_CP074025.1
c40336c54a99d4b50d34b2a03ca02912,NZ_CP089440.1,1,NZ_CP089440.1
c403937f554b938ff7a5a2da20cd6cc0,NZ_CP023514.1,1,NZ_CP023514.1
c40444a06b839fc824f9fda8b2ce60b2,NZ_CP095048.1,1,NZ_CP095048.1
c4055f901a902984da92b58ce1ac9791,NZ_CP017565.2,1,NZ_CP017565.2
c40655f549dd249a83f52200cc87947b,NZ_CP065526.1,1,NZ_CP065526.1
c406f6bdce5709be19a08717d947a668,NZ_CP097640.1,1,NZ_CP097640.1
c40a076f4f0c46a462bcf1d810d6873d,NZ_CP120979.1,1,NZ_CP120979.1
c40ac99b4677ed13c360d97c255400a7,NZ_CP008996.1,1,NZ_CP008996.1
c40bc9aabec0c37071b02160980aae6c,NZ_CP061692.1,1,NZ_CP061692.1
c4113f15bdd69caa22374a3e042f4ad7,NZ_CP021967.1,1,NZ_CP021967.1
c416819ad0b435b41b5821fda45fa4b9,NZ_CP101727.1,1,NZ_CP101727.1
c418f35e067b458db5b1ea37cafd27bd,NZ_CP090408.1,1,NZ_CP090408.1
c41a078a8154d8ce2e0ae4dbc5c93d89,NZ_CP062839.1,1,NZ_CP062839.1
c41b1d2ef42fe684ac335835cdd56d27,NZ_CP128206.1,1,NZ_CP128206.1
c41d02e7dfc545d2106f9179131c41fc,NZ_CP075328.1,1,NZ_CP075328.1
c41dad2ce73edd95f6b40c60cfb35985,NZ_CP073271.1,1,NZ_CP073271.1
c41fa98e0659591cbedf0328fe12492d,NZ_CP053637.1,1,NZ_CP053637.1
c422b04266593450ffd3b7091c9f647a,NZ_CP125353.1,1,NZ_CP125353.1
c423cd236e5ddec20c4336538e316dd6,NZ_CP019733.1,1,NZ_CP019733.1
c42bfda74ca0d5206f10a1213794c6cd,NC_006391.1,1,NC_006391.1
c42c9f7bc87028b95cf703d7a7b178e4,NZ_CP046950.1,1,NZ_CP046950.1
c42f0054d681951bf5fbe839994e3cad,NZ_CP097081.1,1,NZ_CP097081.1
c42fc0176d8ec6d98298fd75d3e42247,NZ_CP104167.1,1,NZ_CP104167.1
c430f122c6382e4ec721b1e7b83dc5bc,NZ_CP031159.1,1,NZ_CP031159.1
c43ae973afc551a06bbaabd8882d34f9,NZ_CP129776.1,1,NZ_CP129776.1
c43c06e7b39d6d75435e14d97b6ad602,NZ_CP009702.1,1,NZ_CP009702.1
c43d3a80a528ee063db396134767ac83,NZ_CP021019.2,1,NZ_CP021019.2
c44c5be1ab601169920071c5218544e5,NZ_CP046717.1,1,NZ_CP046717.1
c44fb623fd303041fe7a4661006bec32,NZ_CP115001.1,1,NZ_CP115001.1
c455f96e7d957a9f3f7bf5f1e3a03e27,NZ_CP006000.1,1,NZ_CP006000.1
c45d9a350ef22d59527c35a508b87424,NZ_CP045282.1,1,NZ_CP045282.1
c45e55c3cff0c709d9f141baba0f3889,NZ_CP116089.1,1,NZ_CP116089.1
c467ba92c757eb070e155062794d7351,NZ_CP050546.1,1,NZ_CP050546.1
c468c08b69f40a3321d4906c76525a55,NZ_AP022340.1,1,NZ_AP022340.1
c468f05949dbbb4f6f9f2b5d9976a94f,NZ_CP036054.1,1,NZ_CP036054.1
c46d05de1d2ffe981c38f60d285debca,NZ_CP065344.1,1,NZ_CP065344.1
c46e8e725fa27041ddbf3d685242948e,NZ_CP141576.1,1,NZ_CP141576.1
c47220a3df11ea80620de599314d3c14,NZ_CP044382.1,1,NZ_CP044382.1
c47e3ab9d42dcacab45c4357f8150a84,NZ_CP076226.1,1,NZ_CP076226.1
c481c35e371ee1f8d7745bfa1f16fcb4,NZ_CP025413.1,1,NZ_CP025413.1
c482161507be9e3457a3a33b12500d7d,NZ_CP083105.1,1,NZ_CP083105.1
c48383e5f62227801d1a646f012fef67,NZ_CP123037.1,1,NZ_CP123037.1
c4842922d1ec9fd28500e63d3bff4834,NZ_CP123845.1,2,NZ_CP123845.1;NZ_CP125096.1
c485201c1320d8bec1bcda635f921b88,NZ_CP059910.1,1,NZ_CP059910.1
c485bc7d4d7ccc6f1e6add3183cca024,NZ_CP016736.2,1,NZ_CP016736.2
c48a17960226bd6ed63eadc0dfba561f,NZ_CP113121.1,1,NZ_CP113121.1
c48ac81bbf15b145130c2e3bd85620b0,NC_020826.1,1,NC_020826.1
c48b7e97ddfb06cb3a65f4fcc1e36ccf,NZ_CP082225.1,1,NZ_CP082225.1
c48c41ecef041d5f56ebcadef3803c6d,NZ_CP121152.1,1,NZ_CP121152.1
c48dfc7365212b6f856fa1d2dfcc6521,NZ_CP066529.1,1,NZ_CP066529.1
c48f174141d9a436f2a7c2c57639542d,NZ_LR882955.1,1,NZ_LR882955.1
c48fd5fb24768ab2317305e18852a411,NZ_CP026601.1,1,NZ_CP026601.1
c4904dd022bbd71aa006303c0ccf1192,NZ_CP051645.1,1,NZ_CP051645.1
c4a1bc386071d6873aaa922e40020bba,NZ_CP033663.1,1,NZ_CP033663.1
c4a49666bd1cf5e0796b4fdb9a757859,NZ_CP071291.1,1,NZ_CP071291.1
c4a8ffe26b35d9ac26949af4ccf59d7e,NZ_CP053721.1,1,NZ_CP053721.1
c4b0c99fb53b7013a2cfdad8cd19283e,NZ_CP026843.1,1,NZ_CP026843.1
c4b40bb7a4b4306200752d42726c1230,NZ_CP060669.1,4,NZ_CP060669.1;NZ_CP060673.1;NZ_CP060675.1;NZ_CP060677.1
c4b4f79934d155a97aa2640cb8263652,NZ_CP050542.1,1,NZ_CP050542.1
c4b7d6415852167d0d564546ec569eff,NZ_CP047055.1,1,NZ_CP047055.1
c4b7f5f45c8b74c4be18e5861449b351,NZ_CP074152.1,1,NZ_CP074152.1
c4bb796b2e75aab1208b18c4c3f9e3be,NZ_CP071721.1,1,NZ_CP071721.1
c4bd6bd94b9458db7d87ca0773c7bd88,NZ_CP080563.1,1,NZ_CP080563.1
c4bddd497b3c4bbcbaba8fc8155e8c6c,NZ_CP024274.1,1,NZ_CP024274.1
c4be6b047012e40ab3160576254f6557,NZ_CP137341.1,1,NZ_CP137341.1
c4c0f1bfb64ef23284ad78895ea03d32,NZ_CP130676.1,1,NZ_CP130676.1
c4c18a37c4660bfc17b40684936bbf26,NZ_CP012496.1,1,NZ_CP012496.1
c4c4e1a170de81349601f65960e2be8b,NZ_CP048639.1,1,NZ_CP048639.1
c4c989ce94e451b506e7a037fe892e43,NZ_CP045587.1,1,NZ_CP045587.1
c4c991321e46d6e8c8e363022a8e1510,NZ_CP132370.1,1,NZ_CP132370.1
c4c9dc05bf027d9cb320e055ae822263,NZ_CP133099.1,1,NZ_CP133099.1
c4d06891b82a55c4608a54becce3a2bd,NZ_CP051421.1,1,NZ_CP051421.1
c4d235ea619475b3dd5fa04f3b186f9e,NZ_CP021126.1,1,NZ_CP021126.1
c4d3578a65bdd36e6c7d893cc6965708,NZ_CP092465.1,1,NZ_CP092465.1
c4d78a80be416ad2c19b500a52ff74d5,NZ_AP018921.1,1,NZ_AP018921.1
c4d8d6a1c12ecfc59d21f655812c0b37,NZ_CP026311.1,1,NZ_CP026311.1
c4da7add82900f9e196a2c187aa25b4c,NZ_CP020606.1,1,NZ_CP020606.1
c4db128fca0e522e0153452bdb46f6cf,NZ_CP064110.1,1,NZ_CP064110.1
c4db438ca37150cf0ea8cbbcc4d5562e,NZ_CP044082.1,1,NZ_CP044082.1
c4dc573e326e1e590bcd19a058103c36,NZ_CP065636.1,1,NZ_CP065636.1
c4dcac768ecce51a3490881e8b059bef,NZ_AP022453.1,1,NZ_AP022453.1
c4ded38a46d58123fdbc4377e479fe94,NZ_CP123281.1,1,NZ_CP123281.1
c4e97fb8b4c22e5c46844cc3cb548374,NZ_CP123431.1,1,NZ_CP123431.1
c4e9dba9c6b3cc11a5046f591fd63602,NZ_CP038347.1,1,NZ_CP038347.1
c4ea54a3071d374fbe702301f24d8a55,NZ_CP074450.1,1,NZ_CP074450.1
c4ebb72928180e6dc87c5a3d796abcda,NZ_CP092346.1,1,NZ_CP092346.1
c4ec4f213f85e8020bb8427c9212c8a7,NZ_CP141603.1,1,NZ_CP141603.1
c4efb9f092567cb1d75a91f95324b4ae,NZ_CP028139.1,1,NZ_CP028139.1
c4efe313cf2b12c814c467cf408c7e7d,NZ_CP068198.1,1,NZ_CP068198.1
c4f1f492e6c5ab4124e74088c81acedc,NZ_CP141054.1,1,NZ_CP141054.1
c4f2c4526f6cbd33255a3a0af8064a6b,NZ_OU538997.1,1,NZ_OU538997.1
c4f771f9715768c8b594f30b0df918b4,NZ_CP063868.1,1,NZ_CP063868.1
c4f78ab9b50ae052feb8f3214c48ae64,NZ_CP034685.1,1,NZ_CP034685.1
c4fd4ac881f32bca6714132e22b5de56,NZ_CP110989.1,1,NZ_CP110989.1
c505d3e0ca419fddf43942eb3524c4c3,NZ_CP119744.1,1,NZ_CP119744.1
c50814a7ec35fd772407b86b25e41e89,NZ_AP022288.1,1,NZ_AP022288.1
c50970c95cd12885fac5d514ca978d5c,NZ_CP050345.1,2,NZ_CP050345.1;NZ_CP050357.1
c50a97009016b1db95654b5a110c0d38,NZ_CP032102.1,1,NZ_CP032102.1
c50b436b9dfeb284d8ae8bce126c71fc,NZ_CP061552.1,1,NZ_CP061552.1
c50e18de8367c29a41760ec1a39dc940,NZ_CP046265.1,1,NZ_CP046265.1
c50ea9da28c5ad4d42886fadbf51b06c,NZ_CP038146.1,1,NZ_CP038146.1
c511b340fd5feb6502c9380ff8d6c390,NZ_CP143326.1,1,NZ_CP143326.1
c516c4fd821e7399fad511626ef29059,NZ_CP069856.1,1,NZ_CP069856.1
c5184700e8513f63ec20e5ff5333cebc,NC_013855.1,1,NC_013855.1
c51a18018a2967a5aac11744de225d54,NZ_CP075130.1,1,NZ_CP075130.1
c51ac6358630338c8829eea507285cdd,NZ_CP081119.1,1,NZ_CP081119.1
c51acd2b9c89a2a29e0f8b153b3b028c,NZ_CP038388.1,1,NZ_CP038388.1
c520135d31869513e8621a9e16d8f5f6,NZ_CP035204.1,1,NZ_CP035204.1
c5242eb9937ab2d64a6657de65ad1b9e,NZ_CP135054.1,1,NZ_CP135054.1
c525ce3f042cd6ecbe783cdfd0592a4c,NZ_CP043436.1,1,NZ_CP043436.1
c5287410f8d633ba7f8d8d0d5763b237,NZ_CP128105.1,1,NZ_CP128105.1
c52a299ca7dacfab157df7d43711a38f,NZ_CP062226.1,1,NZ_CP062226.1
c52c2664b3f4d51c7eb28e13599af935,NZ_AP023222.2,1,NZ_AP023222.2
c52fa7405e3666023ee2fd8fe190acf8,NZ_CP042247.1,1,NZ_CP042247.1
c533b10bd9c5000b61a8bdbcbbebad3d,NZ_CP059301.1,1,NZ_CP059301.1
c536361a3c0728ef737b00de16616906,NZ_CP119148.1,1,NZ_CP119148.1
c53a047acd462916ebfffae0ce63ab26,NZ_CP083841.1,1,NZ_CP083841.1
c53af26f5dcbf529902102ae3cc31816,NZ_CP054402.1,1,NZ_CP054402.1
c53b17a467dde0e092f82189747c265a,NZ_CP038348.1,1,NZ_CP038348.1
c53c5f652ba715a365a0061061a9a47a,NZ_CP033689.1,1,NZ_CP033689.1
c53cf9c4bcc03037f825cc43acefe5bc,NZ_CP086863.1,1,NZ_CP086863.1
c53d1e885db96076fb70884a20a32cef,NZ_CP061042.1,1,NZ_CP061042.1
c53ede279b871912573d2469aee0974a,NZ_CP121146.1,1,NZ_CP121146.1
c53f46b8fa204bfcf9dd4f78ef1181f3,NZ_CP080471.1,1,NZ_CP080471.1
c53f74e7bbd9cfab2117db4a46a158a7,NZ_CP096278.1,2,NZ_CP096278.1;NZ_CP097986.1
c541d2124553866987982670a6912d65,NZ_CP043628.1,1,NZ_CP043628.1
c54346e27042dfd0c7e15d869660c3cf,NZ_CP042580.1,1,NZ_CP042580.1
c5449eb5fe74f6f9e2072333e61be879,NZ_AP027293.1,1,NZ_AP027293.1
c5467c87a12d685c367b7ad0499ea866,NZ_CP063216.1,1,NZ_CP063216.1
c54b5f28e42c7ba404c0e2c4feb71d43,NZ_CP139700.1,1,NZ_CP139700.1
c54bbfd6d39f081d1988a4e19827d652,NZ_CP068140.1,1,NZ_CP068140.1
c54e63438163ab9844a3cbe63de19dbd,NZ_CP113189.1,1,NZ_CP113189.1
c54fcca8f771d4f7bfcff32dea4244ba,NZ_CP103541.1,1,NZ_CP103541.1
c550b48dcf6a64833adbe285c0e1bd69,NZ_CP035967.1,1,NZ_CP035967.1
c555655ace0d18ee9487a1339181044e,NZ_CP029177.1,1,NZ_CP029177.1
c558559ef45fa6ea76d7e8dea2510e2a,NZ_CP071069.1,1,NZ_CP071069.1
c55effe367bf1d52acd253bfab76d3cf,NZ_CP080250.1,1,NZ_CP080250.1
c5620b162dbe371e811b87d16c43841a,NZ_CP018246.1,1,NZ_CP018246.1
c56486afdb11ecb9810935cf9d39b60c,NC_013968.1,1,NC_013968.1
c56a9149b157ca232b2095e8c414b748,NZ_CP056192.1,1,NZ_CP056192.1
c56b0f217c3c4eb655ed86b006b031ab,NZ_CP096851.1,1,NZ_CP096851.1
c56b0f5477f220b64e0b9c5567c0166e,NZ_CP085059.1,1,NZ_CP085059.1
c56cbb91c7047116a77d0267c76a1a44,NZ_CP058575.1,1,NZ_CP058575.1
c56f322e3edfe5e2e53f0ae98147baac,NZ_CP080081.1,1,NZ_CP080081.1
c570e5c1bb028805cc0aff7b17de9ad7,NZ_CP017108.1,1,NZ_CP017108.1
c57504fa32403623444174b86407f0c2,NZ_CP124705.1,1,NZ_CP124705.1
c576b077ff415c5b1e80c6510c274646,NZ_CP012385.1,1,NZ_CP012385.1
c578e9c5c49290738379b704721f4725,NZ_CP053812.1,1,NZ_CP053812.1
c5793f9b6ee75243d10cc2d62560ea6e,NZ_CP025540.1,1,NZ_CP025540.1
c57c2fd6469ab83cfbfd4b8fd74ac9ac,NZ_CP017942.1,1,NZ_CP017942.1
c57d42e39ed3d56101005057a7326804,NZ_CP129201.1,1,NZ_CP129201.1
c57fdd7b0520ab5e513837bdb4aafe4e,NZ_CP024283.1,1,NZ_CP024283.1
c5837951d8d513899ebd6c0d4c4e37ff,NZ_CP059994.1,1,NZ_CP059994.1
c585e12f3c5cab182f53dc5ca3c0633a,NZ_CP029455.1,1,NZ_CP029455.1
c58cb342234aa58b960765eb2879a477,NZ_CP039949.1,1,NZ_CP039949.1
c58f75e734d4343d1b9289414b22fc51,NZ_CP067305.1,1,NZ_CP067305.1
c59499d742fd5e639c1543c446c457c5,NZ_CP141849.1,1,NZ_CP141849.1
c596634079e9de3fbe9650b2779ee0cf,NZ_CP031278.1,1,NZ_CP031278.1
c596de0a23138eff7e8cdbfbda04cc7a,NZ_CP053958.1,1,NZ_CP053958.1
c597d8bc4b1e3a645793881a753a4a25,NZ_CP006749.1,1,NZ_CP006749.1
c59aa428aa3820dfc8ff98bf171eade9,NZ_CP107391.1,1,NZ_CP107391.1
c59b8ae984a96a516dd068c64a231126,NZ_CP060881.1,1,NZ_CP060881.1
c59c46466cb5822e1a0a95898fe677a6,NZ_CP081680.1,1,NZ_CP081680.1
c59d183ea7da05b547d5412704befb1c,NZ_CP075741.1,1,NZ_CP075741.1
c59f2d23c16ddedc33981ad1eff49410,NZ_CP091320.1,1,NZ_CP091320.1
c5ac527319a0987b0ad756b51a581760,NZ_AP025151.1,1,NZ_AP025151.1
c5af79cb3280416f5816f7e92d865e9c,NZ_HG938356.1,1,NZ_HG938356.1
c5b13ab65c63751e21499ea319ac8b81,NZ_CP079126.1,1,NZ_CP079126.1
c5b2e38df4274919ac8a585e5fbddbb1,NZ_CP065644.1,1,NZ_CP065644.1
c5b3a0dd43fb4563a5c14d92b8fc59d7,NZ_CP033830.1,1,NZ_CP033830.1
c5ba9e4f3df319cb95efe54d234f4261,NZ_CP120950.1,1,NZ_CP120950.1
c5bbc0f6d31cd7ca139673c2e1645ba4,NZ_CP093374.1,1,NZ_CP093374.1
c5c283dc6cef14fbbb1ecb66772982d3,NZ_CP080086.1,1,NZ_CP080086.1
c5c3f27bb8451e187a046115ea284f74,NZ_CP082124.1,1,NZ_CP082124.1
c5c6bcaa446989b1bf8bb59455cb9b19,NZ_AP021987.1,1,NZ_AP021987.1
c5c8b23797ba0df92cfe8b5367a4855f,NZ_CP102717.1,1,NZ_CP102717.1
c5cb18c9b65814fccc184bd9312dd88b,NZ_CP140769.1,1,NZ_CP140769.1
c5cc79da884397fcb35b9564ab3e9de2,NZ_CP038892.1,1,NZ_CP038892.1
c5cf15fd55b4c861d7541e9fcebe8c69,NZ_CP127512.1,1,NZ_CP127512.1
c5d3182886a151a3ad498ce97b3a8d24,NZ_CP029683.1,1,NZ_CP029683.1
c5d3187b2aa8ea86a703a638fa7599cb,NZ_CP104379.1,1,NZ_CP104379.1
c5d6922c0909381fcd1d4b78b4601e1e,NZ_CP100726.1,1,NZ_CP100726.1
c5da078d0b8a6bd03d38c01f11a30524,NZ_AP023198.1,1,NZ_AP023198.1
c5db41d0c77f78666e8b682ce61c191f,NZ_AP023335.1,1,NZ_AP023335.1
c5dd0add72ddf2822a9bbe028e655d2e,NZ_CP092267.1,1,NZ_CP092267.1
c5deb8704128a369e346dfa24648c59b,NZ_CP076475.1,1,NZ_CP076475.1
c5df41db43172c1608adb6a8bf5519f5,NZ_CP085403.1,1,NZ_CP085403.1
c5e19c646ffb65c19f373e6e2883551b,NZ_CP137370.1,1,NZ_CP137370.1
c5e44cc68e13b4975f4e51e5f685329f,NZ_CP010959.1,1,NZ_CP010959.1
c5f03f26cca3f435563554eb37254902,NZ_CP056026.1,1,NZ_CP056026.1
c5f3e5800e0c00b2bad31bebc4f3a144,NZ_CP096566.1,1,NZ_CP096566.1
c5f86928c46bb309034a4f54dd8f3c67,NC_020305.1,1,NC_020305.1
c5fc6ee6a1095294d3ffb55d4226d583,NZ_CP027161.1,1,NZ_CP027161.1
c601af4f7ef365e166c83a9fe3213837,NZ_CP066577.1,1,NZ_CP066577.1
c6026e9c36356fbbdbba7807ba9f48eb,NC_008757.1,1,NC_008757.1
c6038632efc88d10dc5e77f71b456886,NZ_CP106661.1,1,NZ_CP106661.1
c603ee47cf7b62da579a0befaa8b50cd,NZ_CP046272.1,1,NZ_CP046272.1
c605cf690af3e7ed572ac451fce6da08,NZ_CP021153.1,1,NZ_CP021153.1
c6061d13c0fcc5c2ccc646849d51c776,NZ_CP103330.1,1,NZ_CP103330.1
c6083845a8736a36d505ce79c7bc1114,NZ_CP112878.1,1,NZ_CP112878.1
c609a9e5143723970c84e17ba649fe4c,NZ_CP053734.1,1,NZ_CP053734.1
c60b4b44e6d2c298b338958a2e954051,NZ_CP044477.1,1,NZ_CP044477.1
c60f1ebeca6f2b1be45f2397be36c591,NZ_CP039839.1,1,NZ_CP039839.1
c6127d8180a8cd715a81f0bf898c5f91,NZ_CP025752.1,1,NZ_CP025752.1
c613a3693580d804a9eecdb192fad067,NZ_CP094748.1,1,NZ_CP094748.1
c614bccb4841bd31aef309471fe37175,NZ_CP097427.1,1,NZ_CP097427.1
c617c63aab2af1858957cdbab592b77e,NZ_CP055188.1,1,NZ_CP055188.1
c61aee63a53abbe369ceef7ff5b4645a,NZ_CP043768.1,1,NZ_CP043768.1
c61daf3f510f9a2390c7ed4d9aa864ac,NZ_CP110779.1,1,NZ_CP110779.1
c61e6820dfe4bdeb8927b502e0fe5787,NZ_CP020558.1,1,NZ_CP020558.1
c61f25baf0883e3815b226557c7fc3e8,NZ_CP025556.1,1,NZ_CP025556.1
c620fa70dd14cd8e4a293e7049839afe,NZ_CP093415.1,1,NZ_CP093415.1
c626787a6007607fa35f5169228aedf0,NZ_CP050915.1,1,NZ_CP050915.1
c62722020de0705d3ab8afd945cfefa9,NZ_CP084826.1,1,NZ_CP084826.1
c62a06e0a710fa9d5edb2267c06d8289,NC_003296.1,1,NC_003296.1
c63209107615a1c773f92adb41e1fe61,NZ_CP018261.1,1,NZ_CP018261.1
c6358abfb71ae7b0742fd73b7ae1c112,NZ_CP096052.1,1,NZ_CP096052.1
c636b39a931e33b96c164a200bbe88ca,NZ_CP044010.1,1,NZ_CP044010.1
c637641e896ad5e1eb252777d214f6d7,NZ_CP042633.1,1,NZ_CP042633.1
c638d0c6208526bbad0090faa38af959,NZ_CP063831.1,1,NZ_CP063831.1
c638fc3713e8f8a888d95f094ba4c283,NZ_CP010717.1,1,NZ_CP010717.1
c63912cb8aa840d229740e8e45b8e618,NZ_LR740777.2,1,NZ_LR740777.2
c64034e23c24a3b69d4a61352cc0792b,NZ_CP133572.1,1,NZ_CP133572.1
c64540325c929c19e639cd3f18aa6709,NZ_CP143634.1,1,NZ_CP143634.1
c645b12e71de774f75abc0148d9d9d01,NZ_CP052760.1,1,NZ_CP052760.1
c649727fbb295da7a47329777ec7a76e,NZ_CP123248.1,1,NZ_CP123248.1
c64b6079d10ea653d46fb1b9e08ae8f2,NZ_LR135186.1,1,NZ_LR135186.1
c64d06026c03ceb0a629f246842bb55d,NZ_JAPVBX010000002.1,1,NZ_JAPVBX010000002.1
c64e6525b93788986b47be78bdf12000,NZ_CP064243.1,1,NZ_CP064243.1
c64f8f3ec6bef064fa6ad3d0789fb399,NZ_CP102743.1,1,NZ_CP102743.1
c655b96d818035c8602b7de481011fe4,NZ_CP020976.2,1,NZ_CP020976.2
c65731ac1c787c65bc10845c451affae,NZ_LR882974.1,1,NZ_LR882974.1
c658b084fd5d70521319146b6dad7383,NZ_CP066236.1,1,NZ_CP066236.1
c658e70bc543bd4559d9f61215ac559c,NZ_CP082232.1,1,NZ_CP082232.1
c659c6de231635bf4cf8bf5847e778b5,NZ_CP046050.1,1,NZ_CP046050.1
c65e382aa9481041ca900b52954649d9,NZ_CP006801.1,1,NZ_CP006801.1
c65fcc1b482a8058ea0909d5f08c755a,NZ_CP049168.1,1,NZ_CP049168.1
c662b48070a390e813e67735199b2b3a,NZ_CP126153.1,1,NZ_CP126153.1
c665877895310749a6a8f56e7fb9ecec,NZ_CP129993.1,1,NZ_CP129993.1
c6661d3f34e62d7c757a58166bc43fec,NZ_CP076805.1,1,NZ_CP076805.1
c666c2710383a50d3d62ab1bf60e36d0,NZ_CP083863.1,1,NZ_CP083863.1
c66827ba07440ed874384ec6003e6150,NZ_CP041605.2,1,NZ_CP041605.2
c66ba68eb80938a862a70f9dda1d49df,NZ_CP102510.1,1,NZ_CP102510.1
