accession,md5,locus_tag,product,regex_match,category,rohan_transposase_count
NZ_CP030081.1,af9c071187f5292e06ba2a01029c8071,DPF84_RS27990,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_CP086943.1,afbb057317aea27fe43db7559d38c8ae,LOE15_RS21580,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP068121.1,afee5366d925d6923b166ded93ad498d,I6I81_RS13895,transposase,transposase,other_transposase_or_IS,1
NZ_CP085058.1,b05bbecf11535dfad03806c85a4ead05,LHK10_RS24360,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP085058.1,b05bbecf11535dfad03806c85a4ead05,LHK10_RS24465,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_CP126802.1,b06f5e0a194bb2894cf1d8d07dcecefc,QPR56_RS27020,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP025766.1,b0a0cc5dd423da8c471209e8e3f51beb,NGK23_RS24755,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_OY725896.1,b0b205479ca5ff3a478269192dab45a7,UHF62_RS00665,ISAon1 family transposase,IS,other_transposase_or_IS,1
NZ_CP074395.1,b0e3486d4604927bd9db156378a4a794,KHC17_RS24210,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP021280.1,b15a2c67984b2997da5511c077694809,CA927_RS15630,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP021280.1,b15a2c67984b2997da5511c077694809,CA927_RS15885,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP021280.1,b15a2c67984b2997da5511c077694809,CA927_RS15900,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP060450.1,b1ed2b112c23946b97bcef1cf4406316,H8Z73_RS23775,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP025769.1,b21d441a5cee9920222b613ee3870a0f,NGK40_RS24460,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_CP050138.1,b25f6638da8dd0fdac0dbb84d1bd0bd0,F9288_RS21630,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP059681.1,b26e14d3f6f0484df35eace511759cca,H3V22_RS14225,Tn3 family transposase,Tn3,tn3_family_unit_transposon,4
NZ_CP059681.1,b26e14d3f6f0484df35eace511759cca,H3V22_RS14340,IS701 family transposase,IS,other_transposase_or_IS,4
NZ_CP060445.1,b2ff881f7435e2acd3d6c53115384feb,H3W50_RS25840,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP120746.1,b364045070f3ad01967fbe65cd5046e0,P6978_RS14210,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP098182.1,b37c1ee088ee05e1dc05434b94d1d0f0,NBY28_RS25145,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP091079.1,b39b621477dec5199e5170e0b2940816,K9U01_RS21985,Tn3-like element TnXax1 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP091079.1,b39b621477dec5199e5170e0b2940816,K9U01_RS22060,Tn3-like element ISPsy42 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP091079.1,b39b621477dec5199e5170e0b2940816,K9U01_RS22090,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP054308.1,b3adec46053ac7ac874ea168315398af,HTZ78_RS17880,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP054308.1,b3adec46053ac7ac874ea168315398af,HTZ78_RS17885,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP054308.1,b3adec46053ac7ac874ea168315398af,HTZ78_RS17910,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP054308.1,b3adec46053ac7ac874ea168315398af,HTZ78_RS17935,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP110899.1,b3bb7acd6326a973abc91a58e0e171eb,OQY67_RS00320,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP110899.1,b3bb7acd6326a973abc91a58e0e171eb,OQY67_RS00365,transposase zinc-binding domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP079889.1,b3c4df18dfa1a4aba9fbef28d0718867,KYC43_RS24485,IS5-like element ISKpn26 family transposase,IS,other_transposase_or_IS,1
NZ_AP022415.1,b3cc881f44b4678fa71a7095747db4a7,JLF46_RS27385,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP013041.1,b3d5b0c9d715c004973ef866e4f7710b,JFP55_RS15405,IS3 family transposase,IS,other_transposase_or_IS,5
NZ_CP013041.1,b3d5b0c9d715c004973ef866e4f7710b,JFP55_RS15430,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,5
NZ_CP013041.1,b3d5b0c9d715c004973ef866e4f7710b,JFP55_RS16545,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,5
NZ_CP013041.1,b3d5b0c9d715c004973ef866e4f7710b,JFP55_RS17205,IS3 family transposase,IS,other_transposase_or_IS,5
NZ_CP020884.1,b4661aa8bca7c602348e69980a2cd572,B7L65_RS25145,IS21-like element ISXci1 family helper ATPase IstB,IS,other_transposase_or_IS,3
NZ_CP020884.1,b4661aa8bca7c602348e69980a2cd572,B7L65_RS25150,IS21-like element ISXci1 family transposase,IS,other_transposase_or_IS,3
NZ_CP020884.1,b4661aa8bca7c602348e69980a2cd572,B7L65_RS25225,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP087058.1,b4e3ed0a174e207f8222834c277d562e,LOE36_RS24720,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP093541.1,b4fc56f26ed9881e77e21675d0d3c5fc,MOV58_RS12215,membrane protein insertase YidC,ins,unclear_likely_false_positive,1
NC_010579.1,b5199fddb77544c876b3b34d23d37af8,XFASM23_RS11475,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP085467.1,b524949fe288cfee4d93ab6ec84526db,LEO77_RS21325,transposase,transposase,other_transposase_or_IS,1
NZ_CP085467.1,b524949fe288cfee4d93ab6ec84526db,LEO77_RS21350,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP028373.1,b55200aa3a7a4994a80166eeac2f338b,R8947_RS08980,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,2
NZ_AP028373.1,b55200aa3a7a4994a80166eeac2f338b,R8947_RS08985,IS200/IS605 family transposase,IS,other_transposase_or_IS,2
NZ_CP092416.1,b56a6bdcb741a62f3394092c4ce866f0,MJO53_RS16705,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP092416.1,b56a6bdcb741a62f3394092c4ce866f0,MJO53_RS16795,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP065065.1,b58ee4a53bc8c817803f2d494bac1649,I0P42_RS25200,transposase,transposase,other_transposase_or_IS,1
NZ_CP143626.1,b6fd7e756e0318132b10f4026b845162,V2I96_RS00025,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP091917.1,b71fafe937e9d57bcb1681c48cd2a77d,L6494_RS29590,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP091917.1,b71fafe937e9d57bcb1681c48cd2a77d,L6494_RS29605,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_023025.1,b74a877dd583c9dde405790f0cbd278f,P262_RS21055,IS66-like element ISKpn24 family transposase,IS,other_transposase_or_IS,3
NC_023025.1,b74a877dd583c9dde405790f0cbd278f,P262_RS21060,IS66 family insertion sequence element accessory protein TnpB,IS,other_transposase_or_IS,3
NC_023025.1,b74a877dd583c9dde405790f0cbd278f,P262_RS21065,IS66-like element accessory protein TnpA,IS,tn3_family_unit_transposon,3
NZ_CP075059.1,b7adb091037d63ee1288a83786adb78d,H4F95_RS02355,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_CP075059.1,b7adb091037d63ee1288a83786adb78d,H4F95_RS02615,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_CP030307.1,b7fd872d132c8119d10a6442f7208cb8,DRB04_RS28535,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_AP022039.1,b83a91ce0c153872173cc10053e4631c,H7R62_RS23005,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_AP022039.1,b83a91ce0c153872173cc10053e4631c,H7R62_RS23030,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,2
NZ_CP094874.1,b8570adee799ee3f2bf047efd1d07aa3,MUG62_RS11910,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP094874.1,b8570adee799ee3f2bf047efd1d07aa3,MUG62_RS11950,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_LR134125.1,b90c68397c23d65ad2acf01dbfda280b,EL067_RS18090,oxygen-insensitive NAD(P)H nitroreductase,ins,unclear_likely_false_positive,1
NZ_CP045342.1,b91c9df6c00c740e56561874984f3ff7,FIV04_RS26580,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP066824.1,b92723895562844e957c40e39b863877,JH395_RS16360,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP066824.1,b92723895562844e957c40e39b863877,JH395_RS16375,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP066824.1,b92723895562844e957c40e39b863877,JH395_RS16930,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP118815.1,b96ed562e64ac85b309be7c485f6dd10,PYH74_RS11700,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP118815.1,b96ed562e64ac85b309be7c485f6dd10,PYH74_RS11725,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP024110.1,b97c2211404376478e745d2185aeeb8d,CG479_RS21420,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP024110.1,b97c2211404376478e745d2185aeeb8d,CG479_RS21435,TnsD family transposase,transposase,other_transposase_or_IS,2
NZ_CP024110.1,b97c2211404376478e745d2185aeeb8d,CG479_RS21440,Tn7-like element transposition protein TnsE,Tn7,other_transposase_or_IS,2
NZ_CP103537.1,b980f2786346527e5179d63968877516,M5T38_RS24920,IS1-like element IS1A family transposase,IS,other_transposase_or_IS,1
NZ_CP142909.1,b998544cc2389d530990c1fc13afa957,VYI60_RS28865,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP134727.1,b9fd332f11b36129374f55314be23d9c,RM158_RS23670,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP117855.1,ba247cd9fe881ecdb6d6dab9fa6ae304,PUO96_RS28995,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP060781.1,ba30b0eca171420bbb1c0df7979f1b05,H9L15_RS16100,IS1 family transposase,IS,other_transposase_or_IS,1
NZ_CP138700.1,ba4d0c196d6c09b234b5c8bc1edf1082,R8539_RS28375,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP070552.1,ba63f4d8bcc743e0a3348b416673e54f,JW297_RS00360,IS1-like element IS1X3 family transposase,IS,other_transposase_or_IS,1
NZ_CP067425.2,ba9280bce9a8f902a0f204fb1c2afc35,IGS68_RS35050,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP050142.1,bacdd2e6418f35b6f06de8760e554dcf,GWK63_RS16925,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,1
NZ_AP018285.1,bb3c1e10d64badaa0df9e5b84c9d78c8,CDC35_RS21570,IS200/IS605 family accessory protein TnpB-related protein,IS,other_transposase_or_IS,2
NZ_AP018285.1,bb3c1e10d64badaa0df9e5b84c9d78c8,CDC35_RS21670,IS200/IS605 family transposase,IS,other_transposase_or_IS,2
NZ_CP069648.1,bb5fa75c663fc2cda59cf0e834814d5e,JSU15_RS23605,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP028971.1,bb7fe39c6544e2b9f0066beb210b77cf,DCS14_RS30595,IS66-like element accessory protein TnpA,IS,tn3_family_unit_transposon,4
NZ_CP028971.1,bb7fe39c6544e2b9f0066beb210b77cf,DCS14_RS30600,IS66 family insertion sequence element accessory protein TnpB,IS,other_transposase_or_IS,4
NZ_CP028971.1,bb7fe39c6544e2b9f0066beb210b77cf,DCS14_RS30605,IS66 family transposase,IS,other_transposase_or_IS,4
NZ_CP028971.1,bb7fe39c6544e2b9f0066beb210b77cf,DCS14_RS30760,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,4
NZ_CP028971.1,bb7fe39c6544e2b9f0066beb210b77cf,DCS14_RS30765,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,4
NZ_CP059054.1,bbc73d3fcb95cbbfcec0e669926e3102,H0H12_RS29565,IS481 family transposase,IS,other_transposase_or_IS,2
NZ_CP059054.1,bbc73d3fcb95cbbfcec0e669926e3102,H0H12_RS29630,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP044126.1,bbe09dcf38eed044e0e780363a4bd412,F2982_RS26070,insulinase family protein,ins,unclear_likely_false_positive,1
NZ_CP021370.1,bbfc563a9b2cdb49ed0322e7aaaac933,CBP36_RS21620,Tn3-like element IS1071 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP059463.1,bc353234b55010cba7941f04a496a3c5,H1W83_RS29550,guided entry of tail-anchored proteins factor 1,ins,unclear_likely_false_positive,1
NZ_CP010580.1,bc4c5a144a4389159d2a8cf3fe2c8314,SD98_RS31030,ISNCY family transposase,IS,other_transposase_or_IS,2
NZ_CP010580.1,bc4c5a144a4389159d2a8cf3fe2c8314,SD98_RS33905,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP036015.1,bc66bc51a85766318cb4da80e5248efe,EXW33_RS27715,membrane protein insertase YidC,ins,unclear_likely_false_positive,1
NZ_CP137389.1,bce8063c9826a34cbb93c0210de317de,R5O51_RS28590,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP087071.1,bd83f609df6dbd0c29a0e532b885f0ac,LOE34_RS22750,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP141189.1,bd956b2b9e5221451dd36481904a4328,SD425_RS29500,conjugative transposon protein TraN,transposon,other_transposase_or_IS,5
NZ_CP141189.1,bd956b2b9e5221451dd36481904a4328,SD425_RS29505,conjugative transposon protein TraM,transposon,other_transposase_or_IS,5
NZ_CP141189.1,bd956b2b9e5221451dd36481904a4328,SD425_RS29510,conjugative transposon protein TraK,transposon,other_transposase_or_IS,5
NZ_CP141189.1,bd956b2b9e5221451dd36481904a4328,SD425_RS29515,conjugative transposon protein TraJ,transposon,other_transposase_or_IS,5
NZ_CP141189.1,bd956b2b9e5221451dd36481904a4328,SD425_RS29535,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,5
NZ_CP079890.1,bdd218e11262bda56b3add302bf89f04,KYC43_RS24510,transposase,transposase,other_transposase_or_IS,1
NZ_CP079890.1,bdd218e11262bda56b3add302bf89f04,KYC43_RS24515,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP067103.1,be0d8f87bb105b856e10bba4422527ea,BAA1790NC_RS19480,IS30-like element ISAba125 family transposase,IS,other_transposase_or_IS,1
NZ_CP067081.1,be0e66ebb34ee447629fbc4873f7e4f5,JEZ67_RS24385,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,1
NZ_CP086838.1,be459be8e9425e02395ad8fa33ea41e8,LOE25_RS23555,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086838.1,be459be8e9425e02395ad8fa33ea41e8,LOE25_RS23980,ISKra4 family transposase,IS,other_transposase_or_IS,1
NZ_CP040426.1,be56dd1eaf997615f8ad3e0a740a2653,FE003_RS19665,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP040426.1,be56dd1eaf997615f8ad3e0a740a2653,FE003_RS19680,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP060454.1,be5c3f989c0a555d0751483f30dcfbce,H8Z74_RS22195,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP060454.1,be5c3f989c0a555d0751483f30dcfbce,H8Z74_RS24965,IS30 family transposase,IS,other_transposase_or_IS,2
NZ_CP060454.1,be5c3f989c0a555d0751483f30dcfbce,H8Z74_RS22340,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP007256.1,be5d58d7af107ab529d60421783c1b51,H351_RS28790,transposase,transposase,other_transposase_or_IS,1
NZ_CP043961.1,be767d32e3609ab3412335f187fe881d,F3L20_RS33705,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP036468.1,be84e325be9605c522e30aa7196cba08,EWS78_RS09660,transposase,transposase,other_transposase_or_IS,1
NZ_CP055591.1,bf045a6492c0816abd26ddfa02ee41f0,HV060_RS26515,transposase,transposase,other_transposase_or_IS,1
NZ_CP086916.1,bf22c929e8df3f45f74c64aaec40954b,LOE18_RS24240,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_LR890605.1,bf7b4371d47eec1e4f94809cc328f778,JMW40_RS24020,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP117624.1,bf7eca372f82174cc9cb2daff15db2e5,PS039_RS25395,IS3-like element IS2 family transposase,IS,other_transposase_or_IS,2
NZ_CP117624.1,bf7eca372f82174cc9cb2daff15db2e5,PS039_RS25510,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP092389.1,bf9f8c9cdc5bcfe4085cca682d7e4fdd,MGJ28_RS28040,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP086998.1,bff0d015d27b972262ee7de3675563b4,LOE07_RS22280,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP137364.1,c08b696bc1cc44a6e66ad0a708ae73d7,R5O56_RS02500,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP035048.1,c08c42ef8677618b90d132d04cc6e330,EP560_RS20080,IS30-like element ISAba125 family transposase,IS,other_transposase_or_IS,1
NZ_CP126865.1,c09046d5097e35b0d77aa8d11fb5dd42,QPR64_RS22905,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_CP134763.1,c0981506885bef60656361ca7ed0878e,RM155_RS22920,IS3 family transposase,IS,other_transposase_or_IS,1
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS10605,IS1 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS10965,IS4 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS10970,IS630 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS10975,IS4 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS10985,IS5 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS11035,IS5 family transposase,IS,other_transposase_or_IS,5
NC_015169.1,c0ea81cfdf020ba2a65de95b48a0de20,DEIPR_RS11135,IS1 family transposase,IS,other_transposase_or_IS,5
NZ_CP061383.1,c0f3dbbd5cdbdb3c0d49f1f5ea7c2b4a,HCV86_RS26910,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP061383.1,c0f3dbbd5cdbdb3c0d49f1f5ea7c2b4a,HCV86_RS26915,transposase,transposase,other_transposase_or_IS,2
NZ_CP069581.1,c0f93bb163123f45e22392b95db02fc7,I6J34_RS13170,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,1
NZ_CP069581.1,c0f93bb163123f45e22392b95db02fc7,I6J34_RS00135,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP075935.1,c118960b90b29b715521a2be92885560,KLF52_RS15025,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP024100.1,c1300a4599f035d2df937e7a16d7c4fc,CG483_RS22820,Tn7-like element transposition protein TnsE,Tn7,other_transposase_or_IS,2
NZ_CP024100.1,c1300a4599f035d2df937e7a16d7c4fc,CG483_RS22825,TnsD family transposase,transposase,other_transposase_or_IS,2
NZ_CP024100.1,c1300a4599f035d2df937e7a16d7c4fc,CG483_RS22840,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP103661.1,c1407218c56aea735115a5b7e2739047,M5R25_RS26805,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP009877.1,c16925f8489ea9731499d0a549a97a9e,KPNIH31_RS25930,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP009877.1,c16925f8489ea9731499d0a549a97a9e,KPNIH31_RS25950,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP120757.1,c17d42ce2fe113522cf4f8573183cc94,P7D00_RS14085,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP048581.1,c24d432c0363ed0d93ee68281cb97946,FY131_RS29350,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP018476.1,c2657dd431ac8790ec6cf31581628408,BJD13_RS23995,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP091323.1,c2ca9a0e313500a24896c72c8508cb16,L2Y28_RS25425,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP138832.1,c2df9060c2a0919dfa9855461e8b349a,R8558_RS27630,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP112879.1,c2f210d2c509985313bb8e0387e29a29,OA858_RS26415,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP066624.1,c325a81975ead9247a86be7c75204e33,JCP79_RS15065,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,2
NZ_CP066624.1,c325a81975ead9247a86be7c75204e33,JCP79_RS15190,ISL3-like element IS1251 family transposase,IS,other_transposase_or_IS,2
NZ_CP080588.1,c39a3dbe35267b386079daa24334df91,K2I41_RS00235,Tn3-like element TnXo19 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP022813.1,c39bf9aaecb3942ed24f19be2f9e5337,JLZ98_RS26910,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP093194.1,c3b54ea0ef56c7129913eb417028876c,MNU37_RS11720,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP095048.1,c40444a06b839fc824f9fda8b2ce60b2,MUN79_RS29590,conjugative transposon protein TraM,transposon,other_transposase_or_IS,1
NZ_CP075328.1,c41d02e7dfc545d2106f9179131c41fc,KJA71_RS23950,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP075328.1,c41d02e7dfc545d2106f9179131c41fc,KJA71_RS23965,transposase,transposase,other_transposase_or_IS,1
NZ_CP133099.1,c4c9dc05bf027d9cb320e055ae822263,RBH85_RS35945,transposase,transposase,other_transposase_or_IS,1
NZ_CP133099.1,c4c9dc05bf027d9cb320e055ae822263,RBH85_RS36000,IS5/IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_CP133099.1,c4c9dc05bf027d9cb320e055ae822263,RBH85_RS36260,IS110 family transposase,IS,other_transposase_or_IS,1
NZ_CP133099.1,c4c9dc05bf027d9cb320e055ae822263,RBH85_RS36315,transposase family protein,transposase,other_transposase_or_IS,1
NZ_CP133099.1,c4c9dc05bf027d9cb320e055ae822263,RBH85_RS36545,transposase,transposase,other_transposase_or_IS,1
NZ_CP143326.1,c511b340fd5feb6502c9380ff8d6c390,VSU16_RS16570,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP060881.1,c59b8ae984a96a516dd068c64a231126,H9209_RS23700,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP065644.1,c5b2e38df4274919ac8a585e5fbddbb1,I6G80_RS00040,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP039839.1,c60f1ebeca6f2b1be45f2397be36c591,E3175_RS26555,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP020558.1,c61e6820dfe4bdeb8927b502e0fe5787,B7C51_RS25305,transposase,transposase,other_transposase_or_IS,1
NZ_CP020558.1,c61e6820dfe4bdeb8927b502e0fe5787,B7C51_RS29805,transposase,transposase,other_transposase_or_IS,1
NZ_CP056971.1,c6ec13bb6ff1f0ae67a43a74ed865e7e,HV010_RS23910,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NZ_CP026519.1,c6f0ed6bde2da6b86bf3e9999a18de50,C3K08_RS17445,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP076836.1,c7383f21e1a58c3f28821e4208d140e1,N578_RS09085,TnpV protein,Tnp,other_transposase_or_IS,1
NZ_AP025814.1,c782d84ec98c6fea0d47ef5222822027,NGK32_RS24760,IS6-like element IS6100 family transposase,IS,other_transposase_or_IS,1
NZ_CP017645.1,c80a0282a6afd2e1b1f91f6a918c3da8,KAB02_RS19215,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP130329.1,c848fb3eaa895f18ef9eb55a26ba2d8e,Q3F87_RS16185,IS1595-like element ISAcra1 family transposase,IS,other_transposase_or_IS,1
NZ_CP040529.1,c86b6abbd47e25949d286c39d236ccfc,FE838_RS00105,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP040529.1,c86b6abbd47e25949d286c39d236ccfc,FE838_RS00110,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP011570.1,c894115cdde9ec6940f1b44769ab4d1d,ABY62_RS00200,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP093468.1,c8ad7702024cc07fb4213a2b428f09b8,MO412_RS27265,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,1
NZ_CP093468.1,c8ad7702024cc07fb4213a2b428f09b8,MO412_RS27270,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,1
NZ_CP095722.1,ca2d7c9d08286d82dd137ab568234544,QMZ19_RS00265,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP093209.1,ca58a6e15ed94012f18dfac6af9cd6b7,MNU33_RS12020,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_CP093209.1,ca58a6e15ed94012f18dfac6af9cd6b7,MNU33_RS12035,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_CP089213.1,ca765ea5cc67a43b72291434ea3c8835,LTT85_RS32845,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP103119.1,ca9357075a6d923507ef7a15c5b49535,NXW82_RS26360,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP103119.1,ca9357075a6d923507ef7a15c5b49535,NXW82_RS26365,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
