accession,rohan_transposase_count,isescan_is_copies,isescan_complete,isescan_partial
NZ_CP024887.1,12,13,5,8
NZ_AP025912.1,31,31,26,5
NZ_CP087301.1,6,5,3,2
NZ_CP087302.1,2,1,0,1
NZ_CP053354.1,6,6,6,0
NZ_CP117381.1,8,7,5,2
NZ_CP119765.1,2,2,0,2
NZ_CP093478.1,5,5,4,1
NZ_CP093480.1,1,1,0,1
NZ_CP093477.1,16,14,11,3
NZ_AP017618.1,20,20,15,5
NZ_AP017619.1,1,1,1,0
NZ_CP090058.1,2,2,0,2
NZ_CP086871.1,1,1,1,0
NZ_CP086872.1,1,0,0,0
NZ_CP086873.1,28,25,12,13
NZ_CP086874.1,5,3,1,2
NZ_CP086876.1,9,10,6,4
NZ_CP110060.1,11,11,8,3
NZ_LR890694.1,13,13,8,5
NZ_CP032164.1,19,26,14,12
NZ_CP032165.1,11,17,6,11
NZ_CP032166.1,14,13,11,2
NZ_CP022549.1,7,10,4,6
NZ_CP096751.1,2,2,2,0
NZ_CP096752.1,2,4,2,2
NZ_AP019633.1,1,5,3,2
NZ_CP013543.1,5,4,3,1
NZ_CP013544.1,24,29,9,20
NZ_CP013545.1,1,1,0,1
NZ_CP013546.1,5,4,1,3
NZ_CP060469.1,1,0,0,0
NZ_CP060467.1,2,3,1,2
NZ_CP060466.1,5,4,3,1
NZ_CP082793.1,2,2,0,2
NZ_AP021877.1,6,4,0,4
NZ_CP083948.1,6,11,6,5
NZ_CP083949.1,1,1,1,0
NZ_CP038406.1,2,6,3,3
NZ_CP094761.1,2,3,3,0
NZ_CP125892.1,9,10,8,2
NZ_CP134390.1,8,12,6,6
NZ_CP134392.1,4,5,3,2
NZ_CP134391.1,1,2,2,0
NZ_CP101235.1,3,4,3,1
NZ_CP101234.1,21,21,14,7
NZ_CP101238.1,5,4,4,0
NZ_CP101239.1,1,1,0,1
NZ_CP101237.1,1,4,4,0
NZ_CP101236.1,9,8,6,2
NZ_CP010154.1,15,18,14,4
NZ_CP010155.1,6,5,3,2
NZ_CP010156.1,1,1,0,1
NZ_CP084188.1,8,6,0,6
NZ_CP084190.1,10,15,8,7
NZ_CP084191.1,3,5,5,0
NZ_CP084192.1,5,6,5,1
NZ_CP079986.1,2,2,1,1
NZ_CP013071.1,8,5,5,0
NZ_CP013072.1,1,1,1,0
NZ_CP013073.1,4,1,1,0
NZ_CP055211.1,21,28,19,9
NZ_CP055212.1,7,14,7,7
NZ_CP098160.1,20,26,17,9
NZ_CP029729.1,28,23,20,3
NZ_CP029730.1,4,4,4,0
NZ_CP029731.1,12,14,11,3
NZ_CP029732.1,3,3,2,1
NZ_CP029733.1,1,1,1,0
NZ_CP029734.1,5,4,4,0
NZ_CP029735.1,7,9,5,4
NZ_CP015158.1,3,3,2,1
NC_003037.1,24,37,19,18
NC_003078.1,14,19,12,7
NZ_CP108563.1,7,2,2,0
NZ_CP051392.1,16,12,7,5
NZ_CP051393.1,5,5,5,0
NZ_CP130622.1,7,18,11,7
NZ_AP022033.1,15,20,12,8
NZ_CP028321.1,10,12,4,8
NZ_CP028322.1,4,4,2,2
NZ_CP028323.1,1,0,0,0
NZ_CP086189.1,1,0,0,0
NZ_CP018045.1,1,1,1,0
NZ_CP018468.1,1,0,0,0
NZ_CP018471.1,5,5,4,1
NZ_CP014997.1,7,8,4,4
NZ_CP086557.1,5,4,4,0
NZ_CP045838.1,4,5,3,2
NZ_CP045839.1,17,22,12,10
NZ_CP041009.1,4,4,4,0
NZ_CP107391.1,17,16,14,2
NZ_CP128561.1,10,4,4,0
NZ_CP128562.1,2,1,1,0
NZ_CP140925.1,103,144,97,47
NZ_CP140926.1,20,18,12,6
NZ_CP026156.1,5,6,5,1
NC_022601.1,2,3,2,1
NC_022602.1,6,4,4,0
NC_022603.1,3,1,0,1
NZ_CP023479.1,26,31,22,9
NZ_CP063474.1,13,14,11,3
NZ_CP063475.1,4,5,4,1
NZ_CP101908.1,8,7,6,1
NZ_CP095775.1,4,3,2,1
NZ_CP058730.1,2,6,3,3
NZ_CP094490.1,8,6,6,0
NZ_CP094491.1,3,3,2,1
NZ_CP094492.1,6,8,4,4
NZ_CP047177.1,3,3,2,1
NZ_CP024571.1,19,14,12,2
NZ_CP024572.1,9,12,7,5
NZ_CP024573.1,18,21,14,7
NZ_CP030058.1,47,77,34,43
NZ_CP091225.1,7,8,5,3
NZ_CP091226.1,6,4,4,0
NZ_CP047086.1,8,7,5,2
NZ_CP047087.1,1,0,0,0
NZ_CP047088.1,1,1,1,0
NZ_CP014202.1,10,13,6,7
NZ_CP039041.1,45,33,24,9
NZ_CP039042.1,80,99,50,49
NZ_CP039043.1,14,14,7,7
NZ_CP039044.1,8,7,4,3
NZ_CP039045.1,14,13,4,9
NZ_CP102515.1,8,7,4,3
NZ_CP102516.1,1,3,0,3
NZ_CP098207.1,10,5,5,0
NZ_CP098208.1,6,11,6,5
NZ_CP097011.1,6,9,8,1
NZ_OW968278.1,19,18,12,6
NZ_CP076149.1,5,10,5,5
NZ_CP037873.1,3,3,2,1
NZ_LN681226.1,1,0,0,0
NZ_CP040096.1,4,4,3,1
NZ_CP040097.1,1,0,0,0
NZ_CP090524.1,1,3,1,2
NZ_CP099980.1,20,28,19,9
NZ_CP134808.1,25,32,18,14
NZ_CP134809.1,7,8,7,1
NZ_CP134810.1,6,8,5,3
NZ_LR135180.1,14,13,10,3
NZ_CP115832.1,4,10,3,7
NZ_CP115833.1,4,7,4,3
NZ_CP138521.1,12,13,10,3
NZ_CP138522.1,6,8,5,3
NZ_CP138523.1,5,7,5,2
NZ_CP138524.1,20,28,15,13
NZ_CP035367.1,9,11,6,5
NZ_CP050312.1,20,17,13,4
NZ_CP046050.1,9,9,6,3
NZ_CP061750.1,11,5,5,0
NZ_CP061751.1,19,20,14,6
NZ_CP088121.1,13,19,13,6
NZ_CP088122.1,3,3,1,2
NZ_CP088123.1,18,20,17,3
NZ_CP088124.1,21,22,17,5
NZ_CP088125.1,3,3,2,1
NZ_CP095084.1,8,18,9,9
NZ_CP069854.1,22,23,18,5
NZ_CP069855.1,6,5,1,4
NZ_CP069856.1,8,5,4,1
NZ_CP031717.1,7,6,6,0
NZ_CP031720.1,16,17,15,2
NZ_AP022957.1,12,13,8,5
NZ_AP022958.1,1,1,1,0
NZ_CP006765.1,2,3,0,3
NZ_CP022771.1,3,11,0,11
NZ_CP139374.1,6,7,5,2
NZ_CP139373.1,12,17,11,6
NZ_CP018777.1,1,0,0,0
NZ_CP058772.1,20,28,19,9
NZ_CP058774.1,3,7,2,5
NZ_LR135279.1,44,52,41,11
NZ_LR135280.1,1,1,0,1
NZ_LR135281.1,6,7,5,2
NZ_LR135282.1,8,6,6,0
NZ_LR135283.1,2,2,2,0
NZ_CP083484.1,12,14,9,5
NZ_CP083485.1,1,1,1,0
NZ_CP083487.1,2,4,0,4
NZ_CP083489.1,1,0,0,0
NZ_CP059050.1,5,14,6,8
NZ_CP059051.1,10,13,9,4
NZ_CP016547.1,4,3,2,1
NZ_CP016548.1,5,4,4,0
NZ_CP016550.1,3,4,4,0
NZ_CP026829.1,53,75,42,33
NZ_CP114157.1,16,20,13,7
NZ_CP114158.1,9,9,4,5
NZ_CP121142.1,25,35,24,11
NZ_CP099484.1,8,6,3,3
NZ_CP087664.1,20,30,17,13
NZ_CP087665.1,16,14,12,2
NZ_CP087666.1,13,14,12,2
NZ_CP136048.1,14,11,10,1
NZ_CP136049.1,10,11,5,6
NZ_OX461118.1,3,2,2,0
NZ_CP136245.1,14,18,15,3
NZ_CP136246.1,5,5,3,2
NC_011738.1,32,35,26,9
NC_011737.1,8,8,8,0
NZ_OD940435.1,2,3,3,0
NZ_OD940436.1,2,3,2,1
NZ_CP053574.1,6,12,5,7
NZ_CP059740.1,37,51,34,17
NZ_CP059741.1,1,0,0,0
NZ_CP059742.1,5,5,5,0
NZ_CP059743.1,10,8,6,2
NZ_CP059744.1,2,1,1,0
NZ_CP056308.1,30,30,21,9
NZ_CP056309.1,1,1,1,0
NZ_CP056310.1,10,10,9,1
NZ_CP056311.1,2,1,1,0
NZ_CP109474.1,3,1,0,1
NZ_CP136507.1,5,6,3,3
NZ_CP023733.1,3,4,2,2
NZ_CP023734.1,15,15,8,7
NZ_CP127512.1,7,6,5,1
NZ_CP022401.1,2,2,2,0
NZ_CP024238.1,33,48,17,31
NZ_CP054727.1,18,29,16,13
NZ_CP054728.1,11,12,9,3
NZ_CP054729.1,7,7,6,1
NZ_CP109875.1,18,16,14,2
NZ_CP109877.1,2,3,1,2
NZ_CP109878.1,1,0,0,0
NZ_CP109876.1,8,6,5,1
NZ_CP022608.1,1,1,1,0
NZ_CP118553.1,13,12,7,5
NZ_CP118554.1,2,2,2,0
NZ_CP118555.1,1,1,1,0
NZ_CP115838.1,8,7,6,1
NZ_CP115840.1,8,11,9,2
NZ_CP028686.1,2,6,3,3
NZ_CP013665.1,3,4,2,2
NZ_CP013664.1,4,3,3,0
NZ_CP053182.1,2,1,1,0
NZ_CP044283.1,20,27,17,10
NZ_CP086107.1,76,69,38,31
NZ_CP086108.1,5,1,1,0
NZ_CP086109.1,9,8,4,4
NZ_CP096711.1,2,4,2,2
NZ_CP096712.1,2,2,2,0
NZ_AP027264.1,10,4,3,1
NZ_AP027265.1,7,7,5,2
NZ_CP098759.1,13,26,15,11
NZ_CP098760.1,4,5,3,2
NZ_CP137496.1,1,3,1,2
NZ_CP029979.1,3,3,2,1
NZ_CP029980.1,18,33,13,20
NZ_CP029982.1,8,16,6,10
NZ_CP099322.1,1,0,0,0
NZ_CP076805.1,9,5,4,1
NZ_CP074700.1,3,4,2,2
NZ_CP117555.1,1,2,1,1
NZ_CP029248.1,38,30,28,2
NC_018662.1,12,20,8,12
NZ_CP040561.1,4,4,4,0
NZ_CP096815.1,26,24,18,6
NZ_CP096817.1,10,8,6,2
NZ_CP142966.1,10,11,8,3
NZ_CP142967.1,22,28,23,5
NZ_AP028107.1,1,2,0,2
NZ_CP098428.1,1,0,0,0
NZ_CP098430.1,6,11,7,4
NZ_CP098431.1,5,6,2,4
NZ_CP101828.1,1,0,0,0
NZ_CP077836.1,1,1,0,1
NZ_CP050778.1,10,11,9,2
NZ_CP014577.1,3,3,2,1
NZ_CP097416.1,24,28,20,8
NZ_CP097417.1,4,4,4,0
NC_018654.1,11,18,7,11
NZ_CP039820.1,21,18,17,1
NZ_CP039821.1,5,6,2,4
NZ_CP132596.1,3,4,2,2
NZ_CP132597.1,3,2,2,0
NZ_CP027321.1,16,19,8,11
NZ_CP082836.1,5,10,1,9
NZ_CP061656.1,12,7,5,2
NZ_CP061657.1,7,11,8,3
NZ_CP099630.1,7,2,2,0
NZ_CP099628.1,8,6,3,3
NZ_CP045864.1,5,9,1,8
NZ_CP093958.1,9,6,6,0
NZ_OX460977.1,2,0,0,0
NZ_CP049297.1,2,2,2,0
NZ_CP094607.1,1,0,0,0
NZ_CP027334.1,44,41,13,28
NZ_CP129673.1,6,4,2,2
NC_016861.1,6,6,5,1
NZ_CP024831.1,21,27,23,4
NZ_CP024832.1,2,1,1,0
NZ_CP024833.1,5,5,4,1
NZ_CP045776.1,11,10,6,4
NZ_CP121371.1,12,16,11,5
NZ_CP121372.1,1,1,1,0
NZ_CP121374.1,1,1,0,1
NZ_CP048500.1,1,2,2,0
NZ_CP048499.1,1,6,2,4
NZ_CP048501.1,1,0,0,0
NZ_CP046430.1,10,14,10,4
NZ_CP056217.1,5,1,1,0
NZ_CP076542.1,1,1,1,0
NZ_CP076540.1,13,7,5,2
NZ_CP076541.1,17,17,12,5
NZ_CP035212.1,14,18,9,9
NZ_CP035211.1,6,4,3,1
NZ_CP035213.1,7,6,5,1
NZ_CP047528.1,15,16,12,4
NZ_CP014970.1,3,3,2,1
NZ_CP017778.1,17,15,12,3
NZ_CP017779.1,15,17,8,9
NZ_CP017782.1,26,24,17,7
NZ_CP017783.1,2,2,2,0
NZ_CP017784.1,2,2,2,0
NZ_OW967954.1,4,4,4,0
NZ_CP015835.1,4,2,0,2
NZ_CP015836.1,16,16,12,4
NZ_CP015837.1,1,1,1,0
NZ_CP015838.1,3,3,2,1
NZ_WUPX01000002.1,21,25,17,8
NZ_CP066989.1,3,1,1,0
NZ_CP076535.1,1,2,1,1
NZ_CP104652.1,14,25,11,14
NZ_CP104653.1,17,23,16,7
NZ_CP015952.1,2,1,1,0
NZ_CP035885.1,23,29,7,22
NC_010180.1,8,9,6,3
NZ_CP100205.1,30,28,18,10
NZ_CP100206.1,18,16,10,6
NZ_CP100207.1,18,23,16,7
NZ_CP100208.1,4,6,2,4
NC_014975.1,1,1,0,1
NZ_CP013523.1,3,2,1,1
NZ_CP013526.1,6,7,1,6
NZ_CP062259.2,1,0,0,0
NZ_CP062257.2,2,4,2,2
NZ_CP062258.2,1,0,0,0
NZ_CP062256.2,3,3,2,1
NZ_CP028958.1,10,7,3,4
NZ_CP065549.1,33,41,27,14
NZ_CP065550.1,8,9,7,2
NZ_CP065548.1,2,0,0,0
NZ_CP024483.1,22,33,23,10
NZ_CP024484.1,7,7,2,5
NZ_CP011869.1,42,39,25,14
NZ_CP013682.1,1,2,2,0
NZ_CP062762.1,5,7,3,4
NZ_AP022475.1,6,6,6,0
NZ_AP023399.1,5,2,2,0
NZ_AP023401.1,3,0,0,0
NZ_AP023402.1,2,1,1,0
NZ_AP023403.1,2,2,2,0
NZ_CP051359.1,14,10,7,3
NZ_CP051360.1,13,11,7,4
NZ_CP049018.1,3,1,0,1
NC_017386.1,1,1,0,1
NC_017385.1,2,1,0,1
NZ_CP071197.1,6,5,4,1
NZ_AP023324.1,2,1,0,1
NZ_AP023325.1,3,0,0,0
NZ_CP027106.1,16,24,7,17
NZ_CP095057.1,1,0,0,0
NZ_CP006988.1,1,8,2,6
NZ_CP006989.1,3,2,2,0
NZ_CP006990.1,2,2,1,1
NZ_CP022274.1,24,27,22,5
NZ_CP022275.1,9,7,5,2
NZ_CP022276.1,4,2,0,2
NZ_CP022277.1,2,1,0,1
NZ_CP032268.1,8,6,4,2
NZ_CP032278.1,6,5,5,0
NZ_CP032271.1,1,1,1,0
NZ_CP032275.1,1,1,0,1
NZ_CP032267.1,1,2,0,2
NZ_CP045638.1,2,1,0,1
NZ_CP045636.1,3,15,4,11
NZ_CP045637.1,8,7,4,3
NZ_CP028619.1,6,8,6,2
NZ_CP092553.1,1,0,0,0
NZ_CP029140.1,6,10,7,3
NZ_CP029142.1,18,18,17,1
NZ_CP029143.1,4,3,3,0
NZ_LR735430.1,2,1,1,0
NZ_CP045736.1,1,1,1,0
NZ_CP034300.1,3,7,4,3
NZ_CP034301.1,9,8,8,0
NZ_CP034302.1,1,0,0,0
NZ_CP034303.1,2,2,1,1
NZ_CP034304.1,5,3,3,0
NZ_LR735441.1,2,1,0,1
NZ_LR735442.1,2,2,2,0
NZ_CP073626.1,13,19,15,4
NZ_CP073625.1,27,31,22,9
NZ_CP117644.1,30,39,15,24
NZ_CP117645.1,20,15,4,11
NZ_CP141571.1,6,8,6,2
NZ_AP024959.1,5,8,7,1
NZ_CP137355.1,18,14,7,7
NZ_CP137353.1,3,1,1,0
NZ_CP137356.1,6,5,4,1
NZ_CP137352.1,27,34,27,7
NZ_CP022533.1,22,26,23,3
NZ_CP022534.1,8,9,7,2
NZ_CP010645.1,11,24,8,16
NZ_CP010647.1,2,0,0,0
NZ_CP010649.1,1,1,1,0
NZ_CP060199.1,14,16,7,9
NZ_CP060200.1,1,0,0,0
NZ_CP136000.1,4,17,6,11
NZ_CP136002.1,1,1,1,0
NZ_CP114397.1,2,1,0,1
NZ_CP114396.1,3,1,1,0
NZ_CP114395.1,14,12,7,5
NZ_CP114394.1,10,8,7,1
NZ_CP114393.1,16,18,14,4
NZ_OW967375.1,33,36,27,9
NZ_OW967376.1,6,6,6,0
NZ_OW967378.1,1,1,1,0
NZ_CP050069.1,19,20,17,3
NZ_CP050068.1,41,40,30,10
NZ_CP050071.1,1,1,1,0
NZ_CP050072.1,1,1,0,1
NZ_CP029547.1,18,14,9,5
NZ_CP029548.1,15,19,13,6
NZ_CP029549.1,1,1,1,0
NZ_CP114565.1,19,15,12,3
NZ_CP114566.1,16,8,5,3
NZ_CP114567.1,1,3,2,1
NZ_CP114570.1,9,9,6,3
NZ_CP035285.1,4,6,2,4
NZ_CP035287.1,3,9,3,6
NZ_CP018865.1,7,8,5,3
NZ_CP137060.1,1,1,1,0
NZ_CP080352.1,29,28,24,4
NZ_CP080350.1,6,6,4,2
NZ_CP080351.1,18,23,14,9
NZ_CP060042.1,7,9,3,6
NC_003140.1,1,0,0,0
NZ_CP087281.1,16,22,16,6
NZ_CP087282.1,4,8,4,4
NZ_CP087283.1,5,6,4,2
NZ_CP087284.1,2,3,1,2
NZ_CP122463.1,14,13,9,4
NZ_CP122462.1,28,24,18,6
NZ_CP122464.1,1,1,1,0
NZ_CP122465.1,4,3,3,0
NZ_CP102670.1,3,3,2,1
NZ_CP013003.1,1,1,1,0
NC_012923.1,3,3,3,0
NC_007792.1,4,4,4,0
NZ_CP072056.1,19,19,16,3
NZ_CP109026.1,8,12,6,6
NZ_CP020087.1,34,74,25,49
NZ_CP020088.1,2,4,2,2
NZ_CP025841.1,31,31,11,20
NZ_CP055093.1,16,18,15,3
NZ_CP055094.1,2,2,2,0
NC_003921.3,2,4,2,2
NC_003922.1,3,3,2,1
NZ_CP122621.1,1,0,0,0
NZ_CP122622.1,11,16,4,12
NZ_CP122623.1,8,8,3,5
NZ_CP122624.1,2,2,0,2
NZ_CP028319.1,3,5,2,3
NZ_CP050243.1,1,2,1,1
NZ_CP060037.1,37,22,12,10
NZ_CP060038.1,2,0,0,0
NZ_CP013007.1,4,9,4,5
NZ_CP056823.1,28,23,20,3
NZ_AP025781.1,23,24,19,5
NZ_CP021282.1,1,0,0,0
NZ_CP013833.1,12,12,6,6
NZ_CP013834.1,3,1,1,0
NZ_CP058058.1,8,9,4,5
NC_011603.1,7,15,6,9
NZ_CP009275.1,1,3,1,2
NZ_CP047601.1,2,8,1,7
NZ_CP098707.1,3,3,3,0
NZ_CP095875.1,18,23,16,7
NZ_CP007792.1,7,7,4,3
NZ_CP007791.1,1,0,0,0
NZ_CP063918.1,12,22,11,11
NZ_CP081071.1,4,4,4,0
NZ_CP081072.1,1,0,0,0
NZ_CP045189.1,5,3,3,0
NZ_CP045188.1,19,29,15,14
NZ_CP019660.1,6,5,0,5
NZ_CP019661.1,3,2,2,0
NZ_CP030003.1,7,7,6,1
NZ_CP085057.1,15,19,12,7
NZ_CP085058.1,1,0,0,0
NZ_CP085059.1,4,4,3,1
NZ_CP118045.1,1,1,1,0
NZ_CP129827.1,7,8,5,3
NZ_CP129828.1,1,0,0,0
NZ_CP129826.1,21,30,14,16
NZ_CP129825.1,4,4,3,1
NZ_CP025952.1,22,23,19,4
NZ_CP094858.1,5,5,5,0
NZ_CP031298.1,8,6,5,1
NZ_CP031304.1,10,6,3,3
NZ_CP062920.1,4,4,2,2
NZ_CP062921.1,1,2,2,0
NZ_CP073077.1,14,23,14,9
NZ_CP092154.1,7,9,4,5
NZ_CP092155.1,4,4,3,1
NC_020565.1,4,4,4,0
NZ_OW969782.1,4,4,4,0
NZ_CP104379.1,6,6,2,4
NZ_CP029869.1,9,15,6,9
NZ_CP089408.1,26,36,25,11
NZ_CP089409.1,6,6,4,2
NZ_CP089410.1,3,5,2,3
NZ_CP140112.1,19,18,8,10
NZ_AP022607.1,7,7,4,3
NZ_CP078028.1,20,36,18,18
NZ_CP078029.1,2,2,2,0
NZ_CP078030.1,3,0,0,0
NZ_CP078031.1,1,1,1,0
NZ_AP028389.1,2,0,0,0
NZ_LT907976.1,11,7,5,2
NZ_CP077982.1,2,2,2,0
NZ_CP083008.1,18,13,8,5
NZ_CP083009.1,2,2,2,0
NZ_CP083010.1,2,0,0,0
NZ_LR135182.1,29,36,26,10
NZ_LR135183.1,3,3,3,0
NZ_CP089769.1,4,12,2,10
NZ_CP089770.1,2,2,0,2
NZ_LT904879.1,10,13,12,1
NZ_CP040901.1,3,3,2,1
NZ_CP050413.1,2,2,2,0
NZ_CP033349.2,1,1,1,0
NZ_CP052760.1,7,5,2,3
NZ_CP126528.1,3,11,6,5
NZ_CP126529.1,14,11,9,2
NZ_CP072527.1,1,4,2,2
NZ_CP072528.1,7,14,12,2
NZ_CP048046.1,1,1,0,1
NZ_CP130084.1,16,13,8,5
NZ_CP089602.1,1,0,0,0
NZ_CP029155.1,1,1,1,0
NZ_CP025863.1,31,31,11,20
NZ_CP069192.1,2,5,2,3
NZ_CP028248.1,5,8,3,5
NZ_CP024045.1,6,2,1,1
NZ_CP024046.1,12,9,6,3
NZ_CP096333.1,13,18,12,6
NZ_CP093401.1,16,32,13,19
NZ_CP027199.1,2,2,2,0
NZ_CP027202.2,23,17,16,1
NZ_CP027200.1,8,11,8,3
NZ_CP027203.2,1,1,1,0
NZ_CP027204.2,2,4,2,2
NC_022899.1,7,49,16,33
NZ_CP022170.1,16,12,7,5
NZ_CP022171.1,5,3,3,0
NZ_CP022172.1,9,13,9,4
NZ_CP022173.1,1,0,0,0
NZ_CP044126.1,1,0,0,0
NZ_CP044127.1,10,15,7,8
NZ_CP143940.1,17,14,12,2
NZ_CP032919.1,14,17,11,6
NZ_CP032920.1,7,8,1,7
NZ_CP047683.1,7,6,4,2
NC_007427.1,9,7,7,0
NZ_CP089941.1,9,5,3,2
NZ_CP041739.1,1,1,1,0
NZ_CP041740.1,10,10,10,0
NZ_CP035837.1,16,27,7,20
NZ_CP035840.1,4,3,0,3
NZ_CP035839.1,12,8,6,2
NZ_CP035838.1,10,8,7,1
NZ_CP109841.1,22,26,22,4
NZ_CP109842.1,2,1,1,0
NZ_CP109840.1,3,3,2,1
NZ_CP109838.1,8,9,7,2
NZ_CP055600.1,6,3,3,0
NZ_CP055601.1,7,7,6,1
NZ_CP029591.1,19,24,18,6
NZ_CP035773.1,18,18,9,9
NZ_CP110361.1,9,9,8,1
NZ_CP096052.1,25,28,24,4
NZ_CP069371.1,4,4,1,3
NZ_CP069372.1,2,0,0,0
NZ_CP082068.1,13,17,10,7
NZ_CP074093.1,3,3,2,1
NZ_AP018665.1,12,7,6,1
NZ_AP018666.1,13,9,6,3
NZ_AP018667.1,13,9,7,2
NZ_AP018668.1,2,2,2,0
NZ_AP018669.1,5,4,4,0
NZ_AP018670.1,1,0,0,0
NZ_CP041172.1,14,13,10,3
NZ_CP060669.1,12,10,9,1
NZ_CP021182.1,6,7,4,3
NZ_CP021183.1,7,11,6,5
NZ_CP021184.1,10,15,7,8
NZ_CP021185.1,4,4,4,0
NZ_CP021186.1,4,6,5,1
NZ_CP021187.1,4,3,1,2
NZ_CP021188.1,2,1,0,1
NZ_CP021189.1,1,1,0,1
NZ_CP142045.1,10,13,9,4
NZ_CP142046.1,11,10,9,1
NZ_CP142047.1,3,3,3,0
NZ_CP142049.1,1,1,1,0
NC_007941.1,10,12,4,8
NZ_CP062820.1,26,29,11,18
NZ_CP062819.1,8,8,5,3
NZ_CP062816.1,6,2,2,0
NZ_CP031342.1,19,18,5,13
NZ_AP025834.1,18,21,15,6
NZ_AP025835.1,1,0,0,0
NZ_CP033379.1,32,36,27,9
NZ_CP033380.1,3,3,1,2
NZ_CP029243.1,15,19,13,6
NZ_CP029244.1,15,24,20,4
NZ_CP029245.1,5,4,4,0
NZ_CP119788.1,8,6,4,2
NZ_CP110194.1,16,24,16,8
NZ_CP110195.1,2,3,1,2
NZ_CP110196.1,1,1,1,0
NZ_CP043204.1,1,1,0,1
NZ_CP085482.1,12,9,7,2
NZ_CP076494.1,7,7,6,1
NZ_CP076495.1,1,1,1,0
NZ_CP076497.1,7,6,5,1
NZ_CP042253.1,4,2,2,0
NZ_CP132622.1,15,25,12,13
NZ_CP028286.1,5,2,0,2
NZ_CP028284.1,3,1,0,1
NZ_CP019296.1,4,8,1,7
NZ_CP019295.1,2,1,1,0
NZ_CP093929.1,12,13,9,4
NZ_CP063014.1,35,45,33,12
NZ_CP063015.1,5,7,4,3
NZ_CP103680.1,21,17,13,4
NZ_CP103681.1,13,9,7,2
NZ_CP139201.1,1,0,0,0
NZ_CP092266.1,6,9,7,2
NZ_CP092267.1,7,6,5,1
NZ_CP092268.1,3,4,4,0
NZ_CP092269.1,7,8,5,3
NZ_CP124659.1,23,17,15,2
NZ_CP090357.1,2,4,2,2
NZ_OW967831.1,4,4,4,0
NZ_CP035013.1,6,8,6,2
NZ_CP035014.1,9,6,2,4
NZ_CP035015.1,2,2,2,0
NZ_CP035016.1,4,3,3,0
NZ_CP045303.1,49,55,36,19
NZ_CP045301.1,2,4,1,3
NZ_CP031914.1,2,6,3,3
NZ_CP100668.1,2,2,1,1
NZ_CP100667.1,5,5,3,2
NZ_CP008935.1,1,1,0,1
NZ_CP093460.1,4,2,0,2
NZ_CP093459.1,33,41,28,13
NZ_CP093461.1,5,5,4,1
NZ_CP093462.1,1,0,0,0
NZ_LR883966.1,10,12,9,3
NZ_CP039196.1,74,87,40,47
NZ_CP039197.1,2,4,0,4
NZ_CP039198.1,8,12,3,9
NZ_CP039199.1,12,13,3,10
NZ_CP039200.1,4,3,2,1
NZ_CP031502.1,17,19,14,5
NZ_CP031503.1,5,7,6,1
NZ_CP017563.2,5,3,1,2
NZ_CP017565.2,19,31,11,20
NZ_CP034701.1,7,5,4,1
NZ_CP059402.1,1,0,0,0
NZ_CP142819.1,3,5,5,0
NZ_CP108465.1,1,1,1,0
NZ_CP086481.1,10,11,7,4
NZ_CP086482.1,18,19,12,7
NZ_CP086484.1,3,3,3,0
NZ_CP086485.1,1,1,0,1
NZ_LN890523.1,7,7,4,3
NZ_CP091320.1,21,19,13,6
NZ_CP091321.1,13,15,12,3
NZ_CP091322.1,4,1,0,1
NZ_CP091323.1,1,0,0,0
NZ_CP091324.1,1,1,1,0
NZ_CP091325.1,1,1,1,0
NZ_CP036372.1,21,18,18,0
NZ_CP038645.1,3,6,2,4
NZ_CP038646.1,5,10,5,5
NZ_CP067300.1,16,23,18,5
NZ_CP067301.1,7,6,6,0
NZ_CP115306.1,14,20,13,7
NZ_CP115305.1,17,8,3,5
NZ_CP080109.1,15,15,13,2
NZ_CP080108.1,33,31,20,11
NZ_CP080110.1,6,4,3,1
NC_020305.1,1,1,0,1
NZ_CP009047.1,4,5,4,1
NZ_CP107154.1,15,14,10,4
NZ_CP026539.1,12,11,3,8
NZ_CP023646.1,48,69,32,37
NZ_CP023647.1,1,0,0,0
NZ_CP065847.1,35,36,31,5
NZ_CP040661.1,10,12,8,4
NZ_CP040662.1,3,3,2,1
NZ_CP076107.1,19,22,17,5
NZ_CP076108.1,11,11,5,6
NZ_CP059691.1,3,2,2,0
NZ_CP060903.1,15,13,9,4
NZ_CP060904.1,3,2,1,1
NZ_CP060905.1,5,5,4,1
NZ_CP008937.1,6,9,5,4
NZ_CP008938.1,2,3,2,1
NZ_CP008939.1,25,32,25,7
NZ_CP008940.1,4,5,4,1
NZ_AP022196.1,29,24,20,4
NZ_AP022197.1,6,4,3,1
NZ_AP022198.1,4,2,2,0
NZ_AP022199.1,5,4,3,1
NZ_CP054857.1,13,14,6,8
NZ_LR027875.1,3,3,3,0
NZ_LR025093.1,19,26,17,9
NZ_LR025095.1,4,4,4,0
NZ_CP042479.1,5,6,4,2
NZ_CP042480.1,24,24,19,5
NZ_CP016726.2,7,16,8,8
NZ_CP016727.2,4,3,3,0
NZ_CP016728.2,1,2,1,1
NZ_CP047730.1,22,24,18,6
NZ_CP047731.1,1,1,0,1
NZ_CP047732.1,6,7,6,1
NZ_CP101380.1,15,15,10,5
NZ_CP032688.1,6,5,1,4
NZ_CP032687.1,41,43,25,18
NZ_CP032686.1,14,17,8,9
